"start","activation_ins_buzz","activation_ambient_rain","activation_ins_trill","activation_mech_plane"
16404.48,-1.7,-2.1,-2,-2.1
16405.44,-1.7,-2.1,-1.8,-2.2
16406.4,-2,-2.4,-1.9,-2.5
16407.36,-2.1,-2.6,-2,-2.2
16408.32,-1.7,-2.1,-1.6,-2
16409.28,-1.5,-2.1,-1.9,-2.2
16410.24,-1.7,-2.1,-2,-2.1
16411.2,-2.1,-2.3,-2.1,-2.6
16412.16,-1.8,-2.2,-2,-2.2
16413.12,-1.7,-2.1,-1.8,-2.3
16414.08,-1.3,-1.6,-1.6,-1.9
16415.04,-1.9,-2.4,-2,-2.4
16416,-1.9,-2.2,-1.7,-2
16416.96,-1.9,-2,-1.8,-2.3
16417.92,-1.5,-1.8,-1.6,-2.1
16418.88,-2.1,-1.8,-1.7,-2.2
16419.84,-2.1,-2.2,-2.1,-2.2
16420.8,-2.1,-1.8,-1.6,-2.2
16421.76,-1.9,-2.2,-1.8,-2.3
16422.72,-1.8,-2.1,-1.6,-2
16423.68,-2.1,-2.4,-2.2,-2.6
16424.64,-1.8,-2.3,-1.9,-2.4
16425.6,-1.7,-1.9,-2.1,-2.2
16426.56,-2,-2.4,-2,-2.7
16427.52,-1.5,-2.2,-1.9,-2.2
16428.48,-1.9,-2.2,-2,-2.4
16429.44,-1.7,-2,-1.6,-2.2
16430.4,-1.9,-2.2,-1.9,-2.4
16431.36,-2.2,-2,-2,-2.5
16432.32,-2.4,-2.2,-1.9,-2.4
16433.28,-1.3,-1.6,-1.6,-1.8
16434.24,-1.2,-1.7,-1.4,-1.7
16435.2,-1.7,-1.9,-1.4,-2
16436.16,-1.7,-2,-1.6,-1.9
16437.12,-1.9,-1.9,-1.6,-2
16438.08,-1.8,-1.9,-1.4,-2.1
16439.04,-2.1,-1.6,-1.6,-2.1
16440,-2,-1.8,-1.5,-2
16440.96,-1.8,-1.8,-1.5,-2
16441.92,-1.8,-1.8,-1.6,-2
16442.88,-2.1,-1.8,-1.6,-2.2
16443.84,-2.2,-2.4,-2,-2.5
16444.8,-1.5,-1.7,-1.9,-2.2
16445.76,-1.6,-2.2,-2.1,-2.3
16446.72,-1.9,-2,-2.2,-2.3
16447.68,-1.7,-1.7,-1.8,-2.1
16448.64,-1.8,-2.2,-2,-2.4
16449.6,-2.2,-2.5,-2,-2.7
16450.56,-1.6,-2,-1.9,-2.1
16451.52,-1.6,-2.2,-2,-2.3
16452.48,-1.4,-1.7,-1.8,-1.7
16453.44,-2.5,-2.2,-2,-2.5
16454.4,-1.5,-1.8,-1.6,-2
16455.36,-1.8,-1.6,-1.6,-2.2
16456.32,-2,-2.2,-1.8,-2.5
16457.28,-1.8,-2,-1.7,-2.1
16458.24,-1.8,-2.1,-1.9,-2
16459.2,-1.8,-2,-1.6,-2.1
16460.16,-2.5,-2.9,-2.2,-2.7
16461.12,-1.8,-1.9,-1.8,-2
16462.08,-1.8,-1.8,-1.7,-2
16463.04,-1.5,-1.7,-1.4,-2.1
16464,-1.8,-1.6,-1.7,-2.2
16464.96,-2.1,-2.1,-1.7,-2.3
16465.92,-2,-2.3,-2.1,-2.5
16466.88,-2.1,-2.2,-1.7,-2.3
16467.84,-1.8,-2.3,-1.8,-2.1
16468.8,-1.7,-2.1,-1.8,-2.2
16469.76,-1.7,-2.2,-2,-2.1
16470.72,-1.9,-2,-2.1,-2.2
16471.68,-2.2,-2.1,-1.8,-2.2
16472.64,-1.5,-1.8,-1.5,-2
16473.6,-1.6,-1.9,-1.8,-2.1
16474.56,-1.6,-1.9,-1.8,-2.1
16475.52,-1.8,-1.9,-1.5,-2.1
16476.48,-1.7,-2,-1.6,-2
16477.44,-2,-2,-1.7,-2.1
16478.4,-2.5,-2.6,-2.8,-2.8
16479.36,-1.6,-1.7,-1.9,-2.1
16480.32,-1.8,-1.9,-2,-2.1
16481.28,-2,-2.4,-2.3,-2.3
16482.24,-1.9,-2.3,-2.4,-2.6
16483.2,-1.2,-1.5,-1.4,-1.7
16484.16,-1.8,-2,-2.5,-2.5
16485.12,-1.8,-2,-1.9,-2.3
16486.08,-2.2,-2.3,-2.1,-2.5
16487.04,-1.8,-1.6,-1.6,-1.8
16488,-1.3,-1.3,-1.4,-1.6
16488.96,-1.7,-1.8,-1.6,-2
16489.92,-1.6,-1.8,-1.9,-2.2
16490.88,-1.5,-2.2,-2.4,-2.2
16491.84,-1.5,-1.7,-1.6,-1.9
16492.8,-2,-2.1,-2,-2.2
16493.76,-1.7,-2.5,-2.4,-2.8
16494.72,-1.7,-2.2,-2.1,-2.1
16495.68,-1.8,-1.8,-1.8,-2.1
16496.64,-2,-1.7,-2,-2.3
16497.6,-2.6,-2.5,-2,-2.8
16498.56,-2,-2.1,-2.3,-2.6
16499.52,-1.9,-2.2,-2.3,-2.5
16500.48,-2.1,-2.2,-2.2,-2.4
16501.44,-1.6,-2,-2,-2.4
16502.4,-1.9,-1.7,-1.5,-2.2
16503.36,-1.7,-1.8,-2.1,-2.4
16504.32,-2,-2,-2,-2.4
16505.28,-1.7,-2,-1.8,-2
16506.24,-2.1,-2,-1.8,-2.3
16507.2,-2,-2,-1.9,-2.3
16508.16,-1.6,-1.6,-1.6,-2
16509.12,-1.6,-1.6,-1.6,-2
16510.08,-2,-2,-1.8,-2.2
16511.04,-1.9,-1.6,-1.9,-2.2
16512,-3.1,-3,-3.3,-3.5
16512.96,-1.6,-1.6,-1.8,-2.1
16513.92,-1.8,-1.9,-1.6,-2.2
16514.88,-2,-2,-1.8,-2.1
16515.84,-2.1,-2.3,-2.1,-2.2
16516.8,-2,-1.9,-1.6,-2.3
16517.76,-1.4,-1.9,-1.8,-1.9
16518.72,-2.3,-2.1,-2.1,-2.7
16519.68,-2.5,-2.1,-2.5,-2.8
16520.64,-1.7,-1.7,-1.4,-1.9
16521.6,-1.9,-1.7,-1.6,-2.1
16522.56,-1.6,-1.3,-1.5,-1.9
16523.52,-1.7,-1.5,-1.7,-2
16524.48,-1.6,-1.8,-1.8,-1.8
16525.44,-1.4,-1.8,-2,-2
16526.4,-1.9,-2.1,-2,-2.3
16527.36,-1.9,-1.9,-1.6,-2.2
16528.32,-1.8,-1.8,-1.6,-2.2
16529.28,-2,-1.9,-1.9,-2.2
16530.24,-1.8,-1.8,-2,-2.3
16531.2,-1.9,-2.3,-2.3,-2.4
16532.16,-1.9,-2.1,-2.2,-2.6
16533.12,-2,-1.9,-1.8,-2.3
16534.08,-2,-2.3,-2.3,-2.5
16535.04,-1.6,-1.9,-1.9,-2
16536,-1.8,-2,-1.9,-2.1
16536.96,-1.7,-2.2,-2.3,-2.4
16537.92,-2.6,-2.5,-2,-2.6
16538.88,-1.9,-2.1,-1.9,-2.5
16539.84,-2.1,-2.4,-2.3,-2.6
16540.8,-1.6,-1.7,-1.5,-2
16541.76,-1.9,-2,-1.7,-2.3
16542.72,-1.7,-2,-2.1,-2.4
16543.68,-2.4,-2.2,-2.1,-2.8
16544.64,-1.7,-1.8,-2,-2.1
16545.6,-2.5,-2.3,-2.9,-2.8
16546.56,-2.5,-2.7,-2.6,-2.8
16547.52,-1.7,-1.7,-1.9,-2.3
16548.48,-1.9,-2.1,-1.9,-2.3
16549.44,-1.7,-1.9,-1.7,-2.2
16550.4,-2,-2.8,-2.3,-2.5
16551.36,-2,-2.3,-2.2,-2.5
16552.32,-1.9,-2,-1.8,-2
16553.28,-1.7,-1.6,-1.5,-2
16554.24,-2,-2,-2.2,-2.2
16555.2,-1.8,-1.7,-1.6,-2
16556.16,-1.8,-1.8,-1.7,-2
16557.12,-2.1,-2.2,-1.9,-2.4
16558.08,-1.8,-1.9,-1.7,-2.2
16559.04,-1.9,-2.1,-1.9,-2.3
16560,-2.2,-2.4,-2.2,-2.5
16560.96,-1.9,-2.4,-2.4,-2.5
16561.92,-1.9,-2.2,-2.5,-2.5
16562.88,-2.1,-2.2,-2.3,-2.4
16563.84,-2.5,-2.7,-2.7,-3
16564.8,-1.7,-2.2,-2.4,-2.4
16565.76,-1.8,-2,-2.2,-2.2
16566.72,-1.3,-1.6,-1.7,-1.9
16567.68,-1.7,-2.2,-2.3,-2.3
16568.64,-1.7,-2,-2.1,-2.2
16569.6,-1.6,-2,-2.1,-2.3
16570.56,-2,-2.2,-2.4,-2.4
16571.52,-1.8,-1.9,-2.2,-2.2
16572.48,-2.5,-1.9,-2.6,-2.5
16573.44,-2,-2.1,-2.7,-2.5
16574.4,-1.9,-2.2,-2.6,-2.5
16575.36,-1.8,-1.8,-1.9,-2
16576.32,-1.6,-1.7,-1.8,-2
16577.28,-2.2,-2.1,-2.6,-2.8
16578.24,-2.5,-2.2,-2.9,-2.9
16579.2,-2.3,-2.3,-2.5,-2.5
16580.16,-1.8,-1.9,-1.9,-1.9
16581.12,-2.6,-2.4,-2.2,-2.8
16582.08,-1.5,-2.4,-2.1,-2.3
16583.04,-2.4,-2.3,-2.5,-2.7
16584,-2.1,-2.1,-2.3,-2.4
16584.96,-1.9,-2.4,-2.3,-2.4
16585.92,-1.9,-2.2,-2.2,-2.4
16586.88,-1.4,-1.8,-1.9,-2
16587.84,-2.1,-2.4,-2,-2.4
16588.8,-1.9,-1.8,-2.1,-2.4
16589.76,-2,-2,-2.1,-2.1
16590.72,-1.9,-2.2,-2.2,-2.3
16591.68,-1.9,-2.2,-2.2,-2.3
16592.64,-2,-2.1,-2.3,-2.5
16593.6,-1.8,-1.8,-2.2,-2.2
16594.56,-2.4,-2.8,-2.4,-2.8
16595.52,-1.8,-2.1,-2.3,-2.5
16596.48,-1.9,-2.5,-2.2,-2.6
16597.44,-1.8,-2.4,-2.4,-2.6
16598.4,-2.4,-2.3,-2.1,-2.4
16599.36,-2.2,-2.3,-2.1,-2.4
16600.32,-2.1,-2.3,-1.9,-2.2
16601.28,-1.3,-1.5,-1.6,-2
16602.24,-1.5,-2.1,-2.1,-1.9
16603.2,-1.7,-2,-1.8,-2.1
16604.16,-1.6,-1.9,-2,-2
16605.12,-1.6,-2.3,-1.9,-2.2
16606.08,-1.8,-2.2,-1.9,-2.3
16607.04,-1.3,-1.6,-1.6,-1.9
16608,-1.9,-2.4,-2.4,-2.4
16608.96,-2,-2.5,-2.2,-2.5
16609.92,-1.9,-2,-1.9,-2.2
16610.88,-1.4,-1.4,-1.4,-1.8
16611.84,-1.8,-2.1,-2,-2.3
16612.8,-1.9,-2.3,-2.3,-2.4
16613.76,-1.7,-1.9,-1.8,-2.3
16614.72,-1.1,-1.8,-1.5,-1.4
16615.68,-1.6,-1.6,-1.7,-2
16616.64,-1.7,-1.6,-1.9,-2.2
16617.6,-1.9,-2.5,-2.3,-2.6
16618.56,-1.8,-2.1,-2.2,-2.3
16619.52,-1.5,-1.7,-1.4,-1.8
16620.48,-1.3,-1.6,-1.5,-1.6
16621.44,-1.5,-1.8,-1.6,-2.3
16622.4,-1.4,-1.7,-1.7,-1.8
16623.36,-1.6,-2,-1.8,-1.9
16624.32,-1.5,-1.9,-1.5,-2.1
16625.28,-1.9,-2.1,-2,-2.1
16626.24,-2.5,-2,-2.2,-2.8
16627.2,-1.2,-1.7,-1.7,-1.7
16628.16,-1.2,-1.8,-1.8,-1.9
16629.12,-1.6,-2.3,-2.1,-2.3
16630.08,-1.6,-1.9,-2,-2.3
16631.04,-1.6,-1.6,-1.6,-2
16632,-1.9,-2.3,-2.2,-2.2
16632.96,-1.4,-2.1,-1.9,-2
16633.92,-2.1,-2.3,-2.3,-2.4
16634.88,-2,-2.1,-2.3,-2.5
16635.84,-2.1,-2.2,-2.1,-2.2
16636.8,-1.5,-1.9,-2,-2.2
16637.76,-1.8,-2.1,-2,-2
16638.72,-1.5,-2.1,-2,-2
16639.68,-2.2,-2.5,-2.4,-2.5
16640.64,-1.4,-1.9,-1.8,-2
16641.6,-1.1,-1.5,-1.5,-1.5
16642.56,-1.1,-1.3,-1.3,-1.4
16643.52,-1.4,-1.8,-1.6,-1.9
16644.48,-1.5,-1.5,-1.4,-1.7
16645.44,-1.8,-2.2,-2,-2
16646.4,-1.6,-2.2,-2,-2.4
16647.36,-1.8,-2,-2.3,-2.2
16648.32,-2.1,-2.2,-2,-2.2
16649.28,-2,-2.2,-1.9,-2.4
16650.24,-1.9,-1.9,-2.2,-2.1
16651.2,-2,-2,-2.5,-2.6
16652.16,-1.8,-1.8,-1.6,-2.1
16653.12,-1.8,-1.7,-1.5,-2
16654.08,-1.6,-1.9,-1.7,-1.9
16655.04,-1.3,-1.6,-1.4,-1.7
16656,-1.2,-1.8,-1.8,-1.7
16656.96,-1.7,-2,-2,-2.3
16657.92,-2.8,-2.5,-2.3,-2.9
16658.88,-2,-2.4,-2,-2.3
16659.84,-3.2,-3.1,-3.1,-3.2
16660.8,-2.7,-2.8,-2.7,-2.8
16661.76,-2,-2.3,-2,-2.4
16662.72,-2.2,-1.8,-1.7,-2.5
16663.68,-2.2,-2.4,-2.5,-2.9
16664.64,-1.8,-2.2,-2.4,-2.6
16665.6,-2.3,-2.5,-2.5,-2.7
16666.56,-1.4,-1.3,-1.7,-2.1
16667.52,-1.6,-1.7,-1.8,-1.8
16668.48,-1.5,-2.5,-2.2,-2.4
16669.44,-1.5,-1.7,-1.7,-2
16670.4,-1.4,-1.6,-1.4,-1.8
16671.36,-1.8,-2.1,-2.2,-2.3
16672.32,-2,-2.2,-2.1,-2.2
16673.28,-1.7,-2.2,-1.8,-2.2
16674.24,-1.6,-1.8,-1.8,-1.9
16675.2,-2.4,-2.2,-1.9,-2.4
16676.16,-1.7,-2.2,-2,-2.4
16677.12,-1.9,-1.8,-2.1,-2.2
16678.08,-1.7,-1.9,-1.8,-2.3
16679.04,-1.8,-2.2,-1.9,-2.2
16680,-1.9,-2.1,-1.9,-2.1
16680.96,-1.8,-2.1,-2.1,-2.3
16681.92,-1.8,-2.1,-1.8,-2.2
16682.88,-1.4,-1.5,-1.2,-1.8
16683.84,-1.3,-1.6,-1.4,-1.8
16684.8,-2.3,-2,-2,-2.6
16685.76,-1.9,-2.2,-2,-2.1
16686.72,-1.3,-1.7,-1.9,-2.1
16687.68,-1.6,-2.1,-2,-2.1
16688.64,-1.4,-1.6,-1.4,-1.9
16689.6,-1.6,-2,-1.8,-2
16690.56,-1.6,-1.9,-1.9,-2.1
16691.52,-1.5,-2.2,-2.1,-2.3
16692.48,-1.8,-2.4,-1.8,-2.3
16693.44,-1.9,-2.1,-1.8,-2
16694.4,-2.4,-2.1,-1.8,-2.5
16695.36,-1.9,-2.5,-2.1,-2.3
16696.32,-2.1,-2.2,-2,-2.1
16697.28,-2,-1.7,-1.8,-2.2
16698.24,-1.7,-1.8,-1.7,-2.2
16699.2,-1.5,-2,-1.7,-1.9
16700.16,-1.7,-1.7,-1.5,-2.1
16701.12,-2.1,-2.1,-2.1,-2.3
16702.08,-1.6,-2,-1.6,-2
16703.04,-1.1,-2,-1.5,-1.8
16704,-1.7,-1.6,-1.4,-1.8
16704.96,-2.2,-2.3,-1.9,-2.5
16705.92,-1.4,-1.6,-1.4,-1.7
16706.88,-1.5,-1.8,-1.6,-1.9
16707.84,-2,-2.5,-2.1,-2.5
16708.8,-2.1,-2.4,-1.9,-2.4
16709.76,-1.8,-2.3,-1.9,-2.2
16710.72,-1.7,-2.2,-1.8,-2.4
16711.68,-1.5,-1.8,-1.6,-1.8
16712.64,-1.8,-2.5,-2.5,-2.8
16713.6,-1.9,-1.9,-1.7,-2.1
16714.56,-2,-2.2,-2.1,-2.5
16715.52,-2.1,-2.2,-1.9,-2.4
16716.48,-2,-1.9,-2,-2.3
16717.44,-1.8,-1.9,-2,-2.4
16718.4,-2.2,-2.3,-2.7,-2.5
16719.36,-1.4,-1.9,-1.8,-2
16720.32,-1.8,-2.1,-1.9,-2.2
16721.28,-1.8,-2.4,-2.2,-2.4
16722.24,-1.9,-2.2,-2.2,-2.1
16723.2,-2,-2.5,-2.6,-2.5
16724.16,-2.3,-2.4,-2.5,-2.5
16725.12,-2.4,-2.3,-2.4,-2.5
16726.08,-1.8,-2.1,-2.1,-2.3
16727.04,-2.1,-2.3,-2.1,-2.3
16728,-2,-2.2,-2,-2.1
16728.96,-2,-2.4,-2.1,-2.5
16729.92,-1.7,-2,-2.5,-2.5
16730.88,-2.4,-2.5,-2.2,-2.8
16731.84,-2,-2.1,-1.9,-2.4
16732.8,-1.4,-2.1,-1.9,-2.3
16733.76,-1.6,-1.8,-1.5,-1.8
16734.72,-1.6,-1.9,-2,-2.2
16735.68,-1.6,-1.9,-1.7,-2
16736.64,-1.4,-2.5,-2.5,-2.9
16737.6,-1.7,-2,-2.1,-2.3
16738.56,-1.9,-2,-1.9,-2.1
16739.52,-1.5,-1.9,-1.8,-2.1
16740.48,-1.7,-2,-2,-2.3
16741.44,-1.5,-1.9,-1.7,-1.9
16742.4,-1.6,-1.9,-1.8,-2.2
16743.36,-1.6,-2,-1.9,-2.1
16744.32,-1.9,-2.3,-2.2,-2.5
16745.28,-2.2,-2,-1.6,-2.2
16746.24,-1.8,-1.9,-1.5,-1.8
16747.2,-1.9,-2,-1.7,-2.1
16748.16,-1.9,-2.1,-1.7,-2.5
16749.12,-1.5,-1.8,-1.9,-2
16750.08,-1.5,-1.6,-1.8,-1.9
16751.04,-2,-2.1,-2.1,-2.5
16752,-2.2,-2.6,-2.4,-2.8
16752.96,-1.5,-3.2,-3,-3.3
16753.92,-1.2,-2,-1.9,-2
16754.88,-1.4,-1.7,-2,-2
16755.84,-1.7,-1.6,-1.9,-2.2
16756.8,-2.1,-2,-1.7,-2.2
16757.76,-2,-2,-2.1,-2.3
16758.72,-1.7,-1.6,-1.4,-1.9
16759.68,-1.9,-2.1,-1.7,-2.2
16760.64,-1.5,-1.7,-1.7,-2.1
16761.6,-1.6,-2,-1.6,-1.8
16762.56,-1.6,-1.8,-1.6,-1.7
16763.52,-1.2,-2.1,-1.9,-2.1
16764.48,-1.7,-2,-2.4,-2.6
16765.44,-2.7,-2.9,-3.2,-3.6
16766.4,-2.5,-2.5,-2.6,-3.1
16767.36,-1.5,-3,-2.9,-2.9
16768.32,-1.9,-1.8,-1.7,-2
16769.28,-2,-2.3,-2.5,-2.8
16770.24,-1.3,-2,-2.5,-2.5
16771.2,-1.7,-2.2,-2.1,-2.2
16772.16,-1.9,-2,-2.2,-2.4
16773.12,-2.4,-2.5,-2.8,-2.6
16774.08,-2,-2.1,-1.9,-2.3
16775.04,-2.4,-2.3,-2.3,-2.2
16776,-1.8,-1.8,-1.8,-1.9
16776.96,-1.1,-1.6,-1.5,-1.4
16777.92,-1.5,-1.7,-1.4,-2
16778.88,-1.6,-2,-1.4,-1.9
16779.84,-1.8,-2.1,-2,-1.9
16780.8,-1.6,-2,-1.8,-2.2
16781.76,-1.7,-1.6,-1.6,-1.7
16782.72,-1.9,-2.4,-2.4,-2.6
16783.68,-1.6,-2,-1.8,-2
16784.64,-0.7,-2.7,-2.6,-3.1
16785.6,-1.4,-2.3,-1.9,-2.4
16786.56,-1.2,-1.4,-1.4,-1.8
16787.52,-1.8,-1.8,-1.6,-1.9
16788.48,-1.5,-1.6,-1.6,-1.9
16789.44,-1.8,-1.9,-1.6,-1.9
16790.4,-1.4,-1.9,-1.8,-1.9
16791.36,-2,-1.9,-1.7,-2.2
16792.32,-1.2,-2.1,-2.1,-2.1
16793.28,-1.9,-2.3,-2.6,-2.7
16794.24,-1.5,-2.4,-2.3,-2.6
16795.2,-1.4,-2,-1.9,-2.1
16796.16,-1.8,-2,-1.9,-2.2
16797.12,-1.6,-2.2,-2,-2.2
16798.08,-2,-2.3,-2.7,-2.6
16799.04,-1.8,-1.9,-1.8,-2.2
16800,-1.8,-2,-2.1,-2.4
16800.96,-2.5,-2.1,-2.8,-2.7
16801.92,-1.8,-2.4,-2.5,-2.5
16802.88,-1.1,-1.7,-1.8,-2
16803.84,-1.2,-1.6,-1.6,-1.8
16804.8,-1.6,-1.5,-1.4,-1.8
16805.76,-1.6,-1.8,-1.6,-1.9
16806.72,-1.6,-1.6,-1.6,-1.7
16807.68,-1.4,-2,-1.5,-1.6
16808.64,-1.5,-1.6,-1.5,-1.9
16809.6,-1.5,-1.7,-1.7,-2
16810.56,-2.2,-2.3,-3,-3.1
16811.52,-1.8,-2,-2.2,-2.2
16812.48,-1.8,-1.9,-2,-2.2
16813.44,-1.5,-2,-2.1,-2.1
16814.4,-1.5,-1.7,-1.7,-2
16815.36,-1.5,-1.7,-1.5,-1.9
16816.32,-2.1,-2.3,-2.4,-2.6
16817.28,-2,-1.9,-1.8,-2.2
16818.24,-1.9,-2,-2.6,-2.5
16819.2,-1.3,-1.4,-1.8,-2
16820.16,-1.9,-2,-2,-2.3
16821.12,-2,-2.9,-2.9,-3
16822.08,-1.8,-1.8,-1.9,-2.3
16823.04,-2,-2.2,-2.4,-2.4
16824,-1.6,-1.8,-1.7,-2.1
16824.96,-2.1,-2.1,-2.4,-2.2
16825.92,-2,-2.4,-2.4,-2.6
16826.88,-1.8,-2.1,-2,-2.1
16827.84,-1.7,-2,-2.3,-2.4
16828.8,-2.1,-2.4,-1.9,-2.4
16829.76,-2.2,-2,-1.8,-2.5
16830.72,-1.6,-1.7,-1.8,-2
16831.68,-1.6,-2.3,-2.3,-2.4
16832.64,-1.7,-2,-1.8,-2.3
16833.6,-1.8,-2,-1.6,-2
16834.56,-1.8,-2.1,-2.1,-2.4
16835.52,-2,-2.3,-1.9,-2.4
16836.48,-2.4,-2.5,-2.6,-2.8
16837.44,-2.1,-2.1,-1.9,-2.2
16838.4,-2.1,-1.9,-2.1,-2.2
16839.36,-1.6,-2,-1.7,-1.9
16840.32,-1.9,-2,-2.1,-2.1
16841.28,-1.8,-1.7,-1.9,-2.2
16842.24,-1.9,-2.3,-2.2,-2.5
16843.2,-1.9,-2.4,-2.2,-2.3
16844.16,-1.9,-2.3,-2.1,-2.5
16845.12,-1.9,-2.6,-2.4,-2.7
16846.08,-2.1,-2.1,-2.2,-2.4
16847.04,-2,-1.9,-2.2,-2.4
16848,-2.6,-2.7,-2.8,-2.9
16848.96,-2.6,-2.2,-2.3,-2.8
16849.92,-2,-2,-2.2,-2.4
16850.88,-2.2,-2,-2.1,-2.2
16851.84,-1.8,-2.2,-2,-2.1
16852.8,-1.9,-2.1,-1.8,-2.3
16853.76,-1.7,-2.2,-2.1,-2.4
16854.72,-1.6,-2.2,-2,-2.1
16855.68,-1.8,-2.3,-2.1,-2.4
16856.64,-2.1,-2.2,-2,-2.5
16857.6,-2.2,-1.8,-1.7,-2.2
16858.56,-1.7,-1.7,-2,-2.2
16859.52,-1.8,-1.9,-1.7,-2.2
16860.48,-2.1,-1.8,-1.7,-2.2
16861.44,-1.9,-2,-1.8,-2.7
16862.4,-2.3,-2.4,-1.9,-2.4
16863.36,-2.8,-3,-2.2,-2.7
16864.32,-2.7,-2.8,-2.2,-2.7
16865.28,-2.9,-2.7,-2.8,-3.1
16866.24,-3.3,-3,-2.7,-3.1
16867.2,-2.2,-1.9,-1.7,-2.4
16868.16,-2,-1.9,-1.6,-2.4
16869.12,-2.1,-1.9,-1.8,-2.5
16870.08,-2.2,-2.2,-2.1,-2.4
16871.04,-1.8,-1.9,-2.1,-2.3
16872,-1.8,-1.8,-1.8,-2.2
16872.96,-2.1,-2,-2,-2.4
16873.92,-1.9,-1.8,-1.6,-2.3
16874.88,-1.6,-1.9,-1.8,-2.1
16875.84,-1.9,-2.5,-2.4,-2.4
16876.8,-2,-1.6,-2,-2.5
16877.76,-1.5,-2,-1.9,-2.2
16878.72,-2.2,-2,-1.9,-2.5
16879.68,-1.9,-2.1,-1.9,-2.1
16880.64,-2.7,-2.2,-2.5,-3
16881.6,-1.7,-1.8,-1.6,-2.1
16882.56,-1.7,-1.8,-1.5,-2.2
16883.52,-2,-1.9,-2,-2.3
16884.48,-1.9,-2.2,-2.2,-2.7
16885.44,-1.9,-1.8,-1.9,-2.3
16886.4,-2.2,-2.3,-2.3,-2.6
16887.36,-1.5,-2.1,-2.2,-2.2
16888.32,-1.9,-1.7,-1.6,-2.2
16889.28,-1.9,-2.1,-1.9,-2.4
16890.24,-2.5,-2.4,-2.1,-2.7
16891.2,-2,-1.9,-1.7,-2.3
16892.16,-1.8,-2.1,-2.2,-2.6
16893.12,-1.9,-2.1,-1.6,-2.3
16894.08,-2,-2,-1.9,-2.5
16895.04,-2,-2.3,-2.1,-2.5
16896,-1.8,-2,-2,-2.3
16896.96,-1.9,-1.4,-1.7,-2.2
16897.92,-1.7,-2.1,-1.9,-2.2
16898.88,-1.5,-1.3,-1.7,-2.4
16899.84,-1.4,-1.9,-1.9,-1.8
16900.8,-1.5,-2,-2.1,-2.1
16901.76,-1.7,-1.7,-1.6,-2
16902.72,-1.6,-1.4,-1.9,-1.9
16903.68,-2,-2,-1.8,-2.1
16904.64,-1.7,-1.8,-1.9,-2.1
16905.6,-2,-2,-1.8,-2.3
16906.56,-1.5,-1.7,-1.4,-1.9
16907.52,-1.7,-1.9,-1.5,-1.9
16908.48,-2.4,-2.6,-2.3,-2.5
16909.44,-2.3,-2.3,-2.2,-2.5
16910.4,-1.4,-1.6,-1.7,-1.9
16911.36,-2.2,-2.1,-2.5,-2.4
16912.32,-1.4,-1.7,-1.9,-2
16913.28,-2.1,-2.2,-2.1,-2.4
16914.24,-1.8,-1.9,-1.9,-2.3
16915.2,-2.4,-2.5,-2.1,-2.5
16916.16,-1.7,-1.9,-1.5,-2.1
16917.12,-1.6,-2,-1.9,-2.2
16918.08,-1.7,-1.9,-2.1,-2.3
16919.04,-2.3,-2.3,-2.3,-2.6
16920,-1.8,-2,-1.9,-2.3
16920.96,-1.5,-1.6,-1.5,-1.9
16921.92,-1.5,-1.9,-1.6,-1.9
16922.88,-1.8,-2.2,-2.1,-2.2
16923.84,-1.6,-2.1,-2,-2.4
16924.8,-1.9,-2.2,-2,-2.4
16925.76,-2.5,-2.4,-2.2,-2.7
16926.72,-1.6,-1.9,-2,-2.2
16927.68,-1.6,-1.5,-1.5,-1.9
16928.64,-2.1,-1.8,-2.5,-2.7
16929.6,-2.5,-2.8,-2.8,-2.7
16930.56,-1.8,-1.6,-2.2,-2.3
16931.52,-1.6,-1.6,-1.9,-2.1
16932.48,-1.4,-2,-1.9,-2.1
16933.44,-1.6,-2,-2.1,-2.3
16934.4,-1.9,-1.8,-2.1,-2.5
16935.36,-1.9,-1.8,-1.6,-2.1
16936.32,-1.9,-1.9,-1.4,-2
16937.28,-1.8,-1.6,-1.6,-2
16938.24,-1.9,-1.8,-1.8,-2.2
16939.2,-1.8,-2,-2,-2.1
16940.16,-1.6,-1.7,-1.5,-2
16941.12,-1.7,-1.9,-1.7,-2.2
16942.08,-1.9,-2.1,-2.3,-2.5
16943.04,-1.9,-1.9,-1.7,-2.2
16944,-1.9,-2.4,-2.2,-2.5
16944.96,-1.5,-1.7,-1.8,-2
16945.92,-1.8,-1.7,-1.7,-2.2
16946.88,-2,-2.3,-2.3,-2.3
16947.84,-1.9,-2,-2.1,-2.4
16948.8,-1.5,-1.6,-1.7,-2
16949.76,-1.9,-2.3,-2.2,-2.3
16950.72,-1.8,-1.8,-1.7,-2.1
16951.68,-1.8,-2,-1.8,-2.2
16952.64,-2.1,-2.2,-1.7,-2
16953.6,-1.7,-1.7,-1.4,-1.7
16954.56,-2,-2.1,-1.7,-2.3
16955.52,-1.9,-2.6,-2.6,-2.3
16956.48,-1.9,-2,-2.1,-2.2
16957.44,-2.1,-2,-1.8,-2.4
16958.4,-1.7,-2,-1.9,-2.2
16959.36,-1.9,-1.9,-1.7,-2.1
16960.32,-1.8,-1.9,-1.7,-2.1
16961.28,-1.9,-2,-1.8,-2.1
16962.24,-1.6,-2,-1.8,-2.4
16963.2,-1.8,-2,-1.4,-2.2
16964.16,-1.8,-1.8,-1.6,-2.2
