start_filetime,activation_ins_trill,activation_mech_plane,activation_ambient_rain,activation_ins_buzz
0,-1.9,-1.8,-1.9,-1.6
0.96,-2,-2.2,-2,-1.6
1.92,-2.1,-2.2,-2,-1.7
2.88,-2.3,-2.2,-1.9,-2
3.84,-2.4,-2.5,-2.1,-1.9
4.8,-2.4,-2.5,-2.3,-1.8
5.76,-2.1,-2.5,-1.9,-2.3
6.72,-2.3,-2.4,-1.9,-1.9
7.68,-2.1,-2.2,-1.9,-1.8
8.64,-2.6,-2.6,-2.4,-1.9
9.6,-1.9,-2.1,-1.6,-1.9
10.56,-3,-2.9,-2.4,-2.8
11.52,-2.2,-2.1,-1.8,-1.7
12.48,-2.3,-2.3,-2,-1.8
13.44,-2.3,-2.4,-2.3,-1.9
14.4,-2.1,-1.9,-1.8,-1.5
15.36,-2.2,-2.1,-2,-1.4
16.32,-2,-2.1,-1.8,-1.6
17.28,-2,-2.1,-1.7,-1.8
18.24,-2,-2,-1.6,-1.2
19.2,-2,-2,-1.8,-1.5
20.16,-2.2,-2.1,-1.9,-1.6
21.12,-2.1,-2.3,-2.1,-1.9
22.08,-1.6,-1.9,-1.6,-1.4
23.04,-1.9,-2,-1.6,-1.4
24,-2.1,-2,-1.9,-1.8
24.96,-2.1,-2.3,-2,-1.5
25.92,-2.1,-2.2,-2,-1.6
26.88,-2.2,-2.2,-2,-1.9
27.84,-2,-2,-1.7,-1.4
28.8,-2.2,-2.4,-2,-1.8
29.76,-2.4,-2.7,-2.4,-1.9
30.72,-2.1,-2.7,-2.1,-2
31.68,-2,-2.4,-1.8,-1.6
32.64,-2.2,-2.6,-2.2,-1.8
33.6,-2.1,-2.6,-2.1,-2
34.56,-2.4,-2.7,-2.1,-1.8
35.52,-2,-2.4,-2,-1.5
36.48,-2.6,-2.6,-2,-2.2
37.44,-2.1,-2.1,-2.1,-2.2
38.4,-2.2,-2.3,-2.2,-2.4
39.36,-1.7,-2.3,-1.9,-1.6
40.32,-2.1,-2.4,-2.2,-1.5
41.28,-1.9,-1.9,-2,-1.6
42.24,-2.1,-2,-2.2,-1.6
43.2,-2,-2.3,-1.9,-1.8
44.16,-1.7,-2.1,-1.8,-1.6
45.12,-1.7,-2,-1.4,-1.6
46.08,-2.3,-2.7,-2,-2.1
47.04,-2.1,-2.5,-1.9,-1.8
48,-2.1,-2.2,-1.7,-1.8
48.96,-1.8,-2.2,-1.8,-1.8
49.92,-2,-2.1,-1.7,-1.7
50.88,-2.5,-2.6,-2.2,-2
51.84,-1.5,-2.1,-1.4,-1.9
52.8,-1.9,-2.4,-2,-2
53.76,-2,-2.4,-2.1,-2
54.72,-1.9,-2.2,-1.6,-1.9
55.68,-2,-2.3,-1.8,-1.9
56.64,-2.8,-2.8,-2.6,-3.1
57.6,-2.2,-2.5,-2,-2.2
58.56,-2.5,-2.4,-2.2,-2.2
59.52,-2,-2.2,-1.9,-2
60.48,-2.3,-2.4,-2.2,-2.2
61.44,-2,-2.6,-2.1,-2.1
62.4,-2,-2.4,-1.9,-2.2
63.36,-2.2,-2.5,-2.5,-2.2
64.32,-2.1,-2.3,-2,-2.1
65.28,-2,-2.3,-1.9,-2.1
66.24,-1.9,-2.3,-1.9,-2.1
67.2,-2.1,-2.3,-2,-2.1
68.16,-2,-2.3,-1.9,-2.2
69.12,-2.6,-2.8,-3.1,-3
70.08,-1.7,-2.2,-1.7,-2
71.04,-1.8,-2.2,-2,-2
72,-2.6,-2.9,-2.9,-2.6
72.96,-2.4,-2.5,-2.6,-2.3
73.92,-1.8,-2.2,-1.8,-1.9
74.88,-1.5,-1.8,-1.5,-1.5
75.84,-2.2,-2.7,-1.8,-2.5
76.8,-2.1,-2.3,-1.7,-2
77.76,-2.5,-2.3,-2.1,-2.6
78.72,-1.8,-2.1,-1.9,-2.1
79.68,-2.4,-2.6,-2.1,-2.3
80.64,-2.2,-2.5,-2.3,-2.1
81.6,-1.8,-2.4,-1.9,-2.1
82.56,-1.7,-2,-1.6,-1.7
83.52,-2.9,-3,-3,-3
84.48,-1.5,-2.2,-1.6,-1.9
85.44,-2.2,-2.4,-2.1,-2.1
86.4,-2.4,-2.6,-2.3,-2.2
87.36,-1.8,-2.1,-1.6,-2
88.32,-1.7,-1.9,-1.7,-1.8
89.28,-2.2,-2.8,-2.3,-2.5
90.24,-2.1,-2.3,-2.1,-2
91.2,-1.8,-2.1,-1.6,-1.8
92.16,-1.4,-1.8,-1.4,-1.5
93.12,-1.8,-2.2,-1.9,-2.1
94.08,-2,-2.4,-2.1,-2
95.04,-1.7,-2,-1.6,-1.6
96,-2,-2.3,-2,-1.8
96.96,-2.2,-2.4,-2,-2.4
97.92,-2,-2.4,-1.9,-2.3
98.88,-2.3,-2.5,-1.8,-2.6
99.84,-1.6,-2.1,-1.6,-1.6
100.8,-2.3,-2.2,-1.9,-2.1
101.76,-1.9,-2.1,-1.7,-1.9
102.72,-2.3,-2.6,-2.2,-2.2
103.68,-1.7,-2.3,-1.8,-2.1
104.64,-1.9,-2.1,-2,-2.2
105.6,-1.8,-2.2,-1.8,-1.8
106.56,-1.5,-1.8,-1.4,-1.6
107.52,-1.6,-1.7,-1.3,-1.4
108.48,-1.9,-1.8,-1.9,-1.5
109.44,-1.7,-1.7,-1.4,-1.4
110.4,-1.5,-1.8,-1.4,-1.4
111.36,-1.5,-2,-1.3,-1.7
112.32,-1.9,-2.1,-1.8,-1.7
113.28,-2,-2.2,-1.9,-2.1
114.24,-2.3,-2.4,-1.7,-2.2
115.2,-2,-2.1,-1.6,-2.1
116.16,-2.3,-2.1,-1.8,-2.1
117.12,-1.6,-1.7,-1.5,-1.6
118.08,-1.9,-2,-2,-1.4
119.04,-1.8,-1.9,-1.9,-1.4
120,-1.7,-1.9,-1.6,-1.7
120.96,-1.7,-1.9,-1.4,-1.6
121.92,-1.9,-2.2,-2,-1.9
122.88,-1.6,-2.2,-1.9,-1.7
123.84,-2.4,-2.6,-2.9,-2.3
124.8,-1.8,-1.8,-1.7,-1.7
