start_filetime,activation_ins_trill,activation_mech_plane,activation_ambient_rain,activation_ins_buzz
0,-1.7,-2.1,-1.8,-1.9
0.96,-2.5,-2.6,-2.3,-1.9
1.92,-2.2,-2.1,-2.4,-1.8
2.88,-1.9,-2,-2.2,-1.9
3.84,-2.1,-2.2,-2.2,-1.7
4.8,-2.2,-2.6,-2.5,-1.9
5.76,-2.3,-2.2,-2.2,-1.9
6.72,-2.7,-2.5,-2.3,-1.8
7.68,-3.3,-2.5,-2.9,-2.4
8.64,-2.8,-2.4,-2.8,-2.5
9.6,-3,-2.8,-3.1,-2.8
10.56,-3.1,-2.5,-3,-2.5
11.52,-2.7,-2.6,-2.7,-2.1
12.48,-1.9,-2.2,-2.3,-1.9
13.44,-2.1,-2.1,-2,-1.5
14.4,-2.1,-2.1,-1.9,-1.6
15.36,-2,-2.2,-2.3,-1.7
16.32,-1.8,-2.1,-1.8,-1.6
17.28,-1.9,-2,-2,-1.6
18.24,-2.1,-1.9,-1.8,-1.7
19.2,-2.4,-2.4,-2.1,-1.8
20.16,-2,-2.2,-2.1,-1.6
21.12,-1.8,-2.1,-1.7,-1.7
22.08,-2.1,-2.5,-2.5,-1.8
23.04,-2.5,-2.7,-2.6,-2.5
24,-2.3,-2.4,-2.3,-2.1
24.96,-1.7,-2,-1.5,-1.7
25.92,-2.1,-2,-1.8,-1.8
26.88,-1.8,-1.8,-1.8,-1.6
27.84,-2.1,-2.5,-1.8,-1.9
28.8,-1.6,-1.8,-1.6,-1.4
29.76,-1.8,-1.9,-1.6,-1.6
30.72,-2.1,-2.3,-1.8,-2.1
31.68,-1.9,-2.1,-2,-1.8
32.64,-1.9,-1.9,-1.7,-1.7
33.6,-1.6,-1.7,-1.5,-1.3
34.56,-1.8,-2.1,-1.4,-1.8
35.52,-2.6,-2.5,-2.4,-1.5
36.48,-1.9,-2,-1.8,-1.4
37.44,-2,-1.8,-2,-1.5
38.4,-1.8,-2.1,-1.6,-1.9
39.36,-2.2,-2.1,-2,-1.7
40.32,-1.6,-1.8,-1.7,-1.6
41.28,-2.2,-2.4,-2.1,-2
42.24,-2.1,-2.3,-2.1,-2
43.2,-2,-1.9,-1.6,-1.8
44.16,-1.6,-1.6,-1.6,-1.5
45.12,-2.6,-2.3,-2.1,-1.6
46.08,-2,-1.8,-1.9,-1.6
47.04,-2.4,-2.1,-2.2,-1.9
48,-1.6,-1.7,-1.2,-1.4
48.96,-2,-1.9,-1.6,-1.7
49.92,-2.1,-2.2,-1.8,-2
50.88,-2.1,-1.9,-2,-1.5
51.84,-1.6,-1.8,-1.4,-1.6
52.8,-2.1,-1.8,-1.8,-1.6
53.76,-1.7,-1.8,-1.5,-1.4
54.72,-2.5,-2.7,-1.7,-1.8
55.68,-2.8,-2.5,-1.9,-1.9
56.64,-2.7,-3.2,-2,-2.1
57.6,-2.9,-2.7,-2.1,-2.2
58.56,-2.7,-2.5,-2.3,-2.4
59.52,-2.2,-2.1,-1.9,-2.4
60.48,-3.1,-2.8,-2.3,-2.3
61.44,-2.9,-2.9,-2.5,-2.4
62.4,-3.3,-3,-2.4,-2.2
63.36,-2.5,-2.7,-2.1,-2.3
64.32,-2.5,-2.6,-2.5,-2.5
65.28,-2.5,-2.4,-1.9,-2
66.24,-2.4,-2.5,-1.9,-1.9
67.2,-2.4,-2.2,-2,-2
68.16,-3.1,-3,-2.1,-2.1
69.12,-2.6,-2.4,-2.4,-2.2
70.08,-3,-3,-2.2,-2.3
71.04,-2,-2,-2.1,-1.7
72,-2.1,-1.9,-1.5,-1.5
72.96,-3,-2.8,-2.4,-2.1
73.92,-3,-2.4,-2.5,-2.5
