start_filetime,activation_ins_trill,activation_mech_plane,activation_ambient_rain,activation_ins_buzz
0,-2.1,-2.4,-1.8,-1.7
0.96,-1.9,-2.1,-1.8,-1.7
1.92,-1.7,-1.9,-1.4,-1.3
2.88,-2.1,-2.2,-1.6,-1.7
3.84,-2.1,-2.2,-1.8,-2.2
4.8,-1.6,-1.8,-1.4,-1.6
5.76,-1.4,-1.8,-1.3,-1.5
6.72,-1.8,-1.9,-1.6,-1.6
7.68,-1.6,-1.9,-1.4,-1.6
8.64,-1.9,-2,-1.3,-1.6
9.6,-2.3,-2.5,-2.2,-2.3
10.56,-1.5,-2.2,-1.5,-1.8
11.52,-1.6,-1.7,-1.5,-1.4
12.48,-1.6,-2,-1.9,-1.8
13.44,-1.8,-2,-1.3,-1.5
14.4,-1.6,-1.8,-1.4,-1.4
15.36,-2,-2.2,-1.6,-2
16.32,-1.5,-2.2,-2,-1.8
17.28,-2.1,-1.9,-1.4,-1.5
18.24,-2,-2.2,-1.6,-1.8
19.2,-1.6,-1.8,-1.3,-1.5
20.16,-2.5,-2.6,-2.7,-2.3
21.12,-2.8,-2.8,-1.8,-2.6
22.08,-1.9,-1.9,-1.5,-1.8
23.04,-2,-2.2,-1.2,-1.6
24,-1.8,-2,-1.6,-1.3
24.96,-2,-2,-1.4,-1.4
25.92,-2.1,-2.2,-2,-1.9
26.88,-2.1,-2.4,-2.1,-1.8
27.84,-2.1,-2.4,-2,-1.7
28.8,-2,-1.7,-1.6,-1.6
29.76,-2.3,-2.9,-2.7,-2.1
30.72,-2.1,-2.9,-2,-2.4
31.68,-2.1,-2.1,-1.7,-1.6
32.64,-2,-2,-1.7,-1.7
33.6,-2.1,-1.9,-1.4,-2
34.56,-1.6,-2,-1.6,-1.9
35.52,-1.9,-1.9,-1.7,-1.7
36.48,-2.1,-1.7,-1.8,-1.6
37.44,-1.9,-2.3,-1.4,-1.7
38.4,-2.3,-2.6,-2.6,-1.9
39.36,-1.7,-1.8,-1.7,-1.3
40.32,-2.4,-2.1,-1.9,-1.9
41.28,-1.6,-1.9,-1.1,-1.6
42.24,-1.9,-1.8,-1.7,-1.6
43.2,-1.7,-1.9,-1.7,-1.8
44.16,-2.1,-2,-2,-2
45.12,-2,-2.4,-2,-1.9
46.08,-2.3,-2.6,-1.9,-1.6
47.04,-1.7,-1.8,-1.7,-1.5
48,-1.7,-2,-1.3,-1.6
48.96,-1.7,-2,-1.4,-1.3
49.92,-3,-2.9,-1.9,-2.7
50.88,-2.2,-2.4,-2,-2.2
51.84,-1.6,-2.4,-1.5,-2
52.8,-1.7,-1.6,-1.3,-1.5
53.76,-1.5,-1.7,-1.3,-1.5
54.72,-1.7,-1.9,-1.7,-1.6
55.68,-1.5,-1.8,-1.4,-1.4
56.64,-1.6,-1.8,-1.3,-1.4
57.6,-1.4,-1.6,-1.3,-1.3
58.56,-2,-1.9,-1.3,-1.5
59.52,-1.7,-2.2,-1.6,-1.7
60.48,-1.7,-1.8,-1.4,-1.5
61.44,-1.7,-2.2,-1.6,-1.7
62.4,-1.9,-2.1,-1.6,-1.8
63.36,-1.8,-1.8,-1.3,-1.5
64.32,-1.7,-2.1,-1.2,-1.6
65.28,-1.7,-1.7,-1.2,-1.4
66.24,-2.1,-1.9,-1.8,-1.6
67.2,-1.5,-1.9,-1.2,-1.4
68.16,-1.8,-2,-1.2,-1.5
69.12,-1.4,-1.8,-1,-1.6
