"start","activation_ins_buzz","activation_ambient_rain","activation_ins_trill","activation_mech_plane"
7296.96,-2,-2.3,-2.5,-2.5
7297.92,-2,-2.2,-2.4,-2.6
7298.88,-1.7,-2.1,-2.3,-2.5
7299.84,-1.8,-1.6,-1.9,-2.2
7300.8,-1.8,-1.8,-2.2,-2.3
7301.76,-1.8,-1.7,-1.8,-2.4
7302.72,-2,-1.6,-2,-2.2
7303.68,-2,-1.8,-2,-2.3
7304.64,-1.5,-2,-2,-2
7305.6,-1.7,-1.9,-2,-2
7306.56,-1.9,-2,-2.5,-2.4
7307.52,-1.8,-1.5,-2.1,-2.4
7308.48,-1.9,-2,-2.3,-2.4
7309.44,-2.2,-1.4,-2,-2.5
7310.4,-1.9,-2.3,-2.5,-2.4
7311.36,-1.8,-2.2,-2.2,-2.4
7312.32,-1.9,-1.9,-1.8,-2.2
7313.28,-2,-1.9,-2.1,-2.3
7314.24,-1.6,-2,-2,-2.2
7315.2,-2,-2,-2.3,-2.4
7316.16,-2.1,-2.2,-2.4,-2.5
7317.12,-1.8,-1.8,-1.8,-2.2
7318.08,-1.9,-1.8,-2.5,-2.5
7319.04,-1.5,-2.2,-2,-2.2
7320,-1.8,-2,-2.3,-2.3
7320.96,-1.7,-1.8,-2,-2.2
7321.92,-1.7,-2,-2.4,-2.5
7322.88,-1.8,-1.8,-2.3,-2.5
7323.84,-1.9,-2.3,-2.1,-2.1
7324.8,-1.7,-1.9,-1.6,-2
7325.76,-2,-1.9,-2,-2.4
7326.72,-1.7,-1.9,-2.1,-2.4
7327.68,-1.6,-2.1,-2.6,-2.4
7328.64,-1.7,-2.3,-2.2,-2.4
7329.6,-1.7,-2.1,-2.1,-2.2
7330.56,-1.9,-2,-2.4,-2.5
7331.52,-1.6,-1.8,-2,-2.2
7332.48,-2,-1.9,-2.4,-2.5
7333.44,-2,-1.7,-2,-2.3
7334.4,-1.8,-1.6,-2,-2.2
7335.36,-1.9,-1.9,-2.2,-2.5
7336.32,-1.7,-1.4,-1.7,-2.1
7337.28,-1.7,-1.7,-1.9,-2
7338.24,-1.7,-1.9,-2.3,-2.4
7339.2,-2,-1.6,-2,-2.3
7340.16,-2.2,-2.2,-2.4,-2.6
7341.12,-2,-2.3,-2.3,-2.6
7342.08,-1.8,-1.7,-2.2,-2.2
7343.04,-1.8,-1.7,-2.1,-2.3
7344,-1.8,-2,-2,-2.3
7344.96,-1.6,-1.8,-2.1,-2.1
7345.92,-2.1,-2.3,-2.4,-2.5
7346.88,-1.8,-1.6,-1.9,-2.1
7347.84,-1.8,-1.9,-2.6,-2.4
7348.8,-1.7,-2,-2.4,-2.2
7349.76,-2,-1.7,-2,-2.4
7350.72,-2.3,-1.9,-2,-2.6
7351.68,-1.5,-1.7,-2,-2
7352.64,-1.7,-1.7,-1.7,-2.2
7353.6,-1.7,-1.7,-2,-2.2
7354.56,-2.1,-1.8,-2.1,-2.5
7355.52,-1.9,-2,-2.2,-2.3
7356.48,-1.6,-1.2,-1.7,-1.8
7357.44,-1.8,-1.8,-2.1,-2.2
7358.4,-1.5,-1.6,-1.9,-2.1
7359.36,-1.3,-1.8,-1.6,-1.9
7360.32,-1.6,-1.9,-2.1,-2.3
7361.28,-2.2,-2.2,-2.9,-2.8
7362.24,-1.8,-1.6,-1.9,-2.3
7363.2,-1.8,-1.9,-2.1,-2.3
7364.16,-2,-1.5,-1.8,-2.3
7365.12,-1.9,-2.3,-2.4,-2.5
7366.08,-1.7,-1.7,-2.1,-2.1
7367.04,-1.6,-1.7,-1.8,-2.1
7368,-1.7,-1.9,-2.3,-2.3
7368.96,-1.7,-1.4,-1.6,-1.9
7369.92,-1.9,-1.8,-1.9,-2.4
7370.88,-1.8,-2,-2.2,-2.3
7371.84,-1.9,-2.2,-2.2,-2.4
7372.8,-1.6,-1.6,-1.8,-2.1
7373.76,-1.9,-2,-1.9,-2.3
7374.72,-1.6,-1.7,-1.9,-2
7375.68,-1.7,-1.6,-1.7,-2
7376.64,-1.9,-1.8,-2,-2.3
7377.6,-1.5,-1.6,-1.7,-2.1
7378.56,-1.7,-1.8,-1.7,-2.1
7379.52,-1.7,-1.6,-1.8,-2.2
7380.48,-1.7,-1.9,-1.9,-2.2
7381.44,-1.7,-1.6,-1.9,-2.2
7382.4,-1.2,-1.5,-1.6,-1.8
7383.36,-1.4,-1.6,-1.9,-2
7384.32,-2.2,-2.5,-2.6,-2.7
7385.28,-1.7,-1.8,-1.9,-2
7386.24,-1.9,-2.2,-2.3,-2.4
7387.2,-1.7,-2.2,-2.2,-2.3
7388.16,-1.6,-1.8,-1.8,-2.1
7389.12,-1.4,-1.6,-1.8,-1.9
7390.08,-1.7,-1.6,-1.7,-2.2
7391.04,-1.6,-1.7,-1.9,-2.1
7392,-1.7,-2,-1.9,-2.2
7392.96,-1.3,-1.6,-1.7,-1.9
7393.92,-1.6,-1.6,-1.9,-2
7394.88,-1.9,-2.4,-2.5,-2.5
7395.84,-1.6,-1.5,-1.7,-2
7396.8,-1.5,-1.8,-2.1,-2.2
7397.76,-1.7,-2.1,-2.2,-2.5
7398.72,-2.2,-2.6,-3,-2.9
7399.68,-1.6,-1.6,-1.5,-1.8
7400.64,-1.9,-1.9,-2.2,-2.2
7401.6,-1.5,-1.9,-2,-2.1
7402.56,-1.8,-1.7,-2,-2.1
7403.52,-1.9,-2.2,-2.5,-2.3
7404.48,-1.9,-1.7,-1.8,-2.1
7405.44,-1.6,-1.9,-2,-2.1
7406.4,-1.5,-1.6,-1.6,-1.7
7407.36,-1.7,-2,-2.3,-2.2
7408.32,-1.5,-1.8,-1.8,-2
7409.28,-1.6,-1.9,-2.2,-2.2
7410.24,-1.6,-1.7,-1.7,-1.9
7411.2,-1.8,-2.4,-2.4,-2.7
7412.16,-1.9,-1.9,-1.9,-2.5
7413.12,-1.6,-1.6,-1.9,-2
7414.08,-1.3,-1.7,-1.7,-1.9
7415.04,-1.4,-2,-2,-2
7416,-2,-2.7,-2.7,-2.7
7416.96,-1.3,-1.3,-1.4,-1.8
7417.92,-1.7,-1.8,-1.9,-2.2
7418.88,-2.1,-2.3,-2.3,-2.2
7419.84,-2.2,-2.5,-2.4,-2.7
7420.8,-1.8,-2.2,-2.2,-2.4
7421.76,-2.2,-2.5,-2.8,-2.9
7422.72,-1.5,-1.8,-1.7,-2.1
7423.68,-1.8,-2,-2,-2.3
7424.64,-1.7,-1.9,-1.5,-2
7425.6,-2.7,-2.2,-2.5,-2.9
7426.56,-1.5,-1.6,-1.5,-1.8
7427.52,-1.5,-1.6,-1.7,-1.9
7428.48,-1.9,-2.1,-1.9,-2.4
7429.44,-1.3,-1.6,-1.5,-1.6
7430.4,-1.5,-1.5,-1.5,-1.9
7431.36,-1.3,-1.7,-1.9,-1.9
7432.32,-1.6,-1.4,-1.5,-2
7433.28,-2.5,-2.2,-2.5,-2.9
7434.24,-1.8,-2,-1.9,-2.4
7435.2,-2.8,-2.7,-3.2,-3.1
7436.16,-2.6,-2.7,-3.3,-3.3
7437.12,-2.5,-2.8,-3.1,-3.2
7438.08,-2.3,-2.4,-2.8,-2.9
7439.04,-2.4,-2.7,-2.6,-2.8
7440,-1.6,-1.7,-2,-2.1
7440.96,-1.9,-2.4,-2.6,-2.8
7441.92,-2,-2,-2.2,-2.6
7442.88,-1.6,-1.7,-1.5,-1.8
7443.84,-1.3,-1.8,-1.9,-2.4
7444.8,-1.5,-1.3,-1.4,-2
7445.76,-1.3,-1.6,-1.6,-1.9
7446.72,-1.8,-2.1,-1.9,-2.5
7447.68,-2.2,-2,-1.7,-2.4
7448.64,-1.4,-1.6,-1.9,-2
7449.6,-1.6,-1.7,-1.6,-2.1
7450.56,-1.4,-1.6,-1.7,-2
7451.52,-1.3,-1.5,-1.5,-1.7
7452.48,-1.3,-1.4,-1.6,-1.7
7453.44,-1.6,-2,-1.9,-2.1
7454.4,-1.6,-1.7,-1.5,-2
7455.36,-1.8,-1.6,-1.7,-2
7456.32,-1.5,-1.7,-2.2,-2.1
7457.28,-1.8,-1.8,-2,-2.3
7458.24,-1.8,-1.8,-2.2,-2.4
7459.2,-1.9,-1.8,-1.8,-2.2
7460.16,-1.6,-2,-2,-2.1
7461.12,-1.6,-1.7,-2,-2.3
7462.08,-1.4,-1.8,-1.7,-1.9
7463.04,-1.8,-1.7,-1.9,-2.3
7464,-1.6,-1.6,-2,-2.1
7464.96,-2,-1.8,-2.1,-2.4
7465.92,-2.1,-2.2,-2.6,-2.7
7466.88,-1.6,-1.8,-1.8,-2
7467.84,-1.5,-1.7,-1.7,-2
7468.8,-2,-1.8,-1.8,-2.4
7469.76,-1.8,-2,-2,-2.3
7470.72,-1.5,-1.2,-1.6,-1.8
7471.68,-1.4,-1.4,-1.8,-2
7472.64,-1.3,-1.2,-1.5,-1.6
7473.6,-1.8,-1.8,-1.9,-2.2
7474.56,-1.7,-1.4,-1.5,-2
7475.52,-1.6,-1.5,-1.5,-1.8
7476.48,-1.8,-1.6,-1.4,-1.9
7477.44,-1.8,-1.5,-1.6,-1.9
7478.4,-1.9,-1.5,-1.9,-2.4
7479.36,-1.8,-1.7,-1.9,-2.1
7480.32,-1.8,-1.9,-2,-2.4
7481.28,-1.9,-1.6,-1.8,-2.2
7482.24,-1.7,-1.7,-1.7,-2.2
7483.2,-1.7,-2,-2,-2.1
7484.16,-2,-1.8,-2.1,-2.3
7485.12,-1.7,-1.8,-1.9,-2.1
7486.08,-1.8,-1.8,-2,-2.2
7487.04,-1.6,-1.7,-1.7,-2.1
7488,-1.6,-1.6,-1.8,-1.9
7488.96,-1.6,-1.6,-1.8,-2
7489.92,-1.5,-1.4,-1.5,-1.9
7490.88,-1.6,-1.5,-1.4,-2.1
7491.84,-2.1,-2.2,-2.3,-2.6
7492.8,-1.9,-1.9,-2.3,-2.4
7493.76,-1.8,-1.9,-1.8,-2.1
7494.72,-1.7,-1.7,-1.9,-2.1
7495.68,-1.7,-1.9,-1.7,-2.2
7496.64,-1.9,-1.7,-1.9,-2.5
7497.6,-1.6,-1.7,-1.7,-2.1
7498.56,-1.5,-2.2,-2.1,-2.4
7499.52,-1.7,-1.9,-2,-2.3
7500.48,-1.7,-2.3,-2.4,-2.2
7501.44,-1.6,-1.7,-1.9,-2
7502.4,-2.1,-1.9,-2.1,-2.5
7503.36,-1.8,-2,-2.2,-2.3
7504.32,-1.6,-1.7,-1.8,-2
7505.28,-1.7,-1.9,-2.2,-2.5
7506.24,-1.9,-2.1,-2,-2.4
7507.2,-1.9,-2,-2.2,-2.5
7508.16,-2.2,-2.5,-2.8,-2.6
7509.12,-2.6,-2.4,-3,-2.8
7510.08,-1.8,-1.5,-1.8,-2.1
7511.04,-2.1,-2.3,-2.6,-2.5
7512,-2.2,-2.7,-2.6,-2.7
7512.96,-1.7,-2.3,-2.4,-2.4
7513.92,-1.7,-1.8,-2,-2.1
7514.88,-2,-2.4,-2.7,-2.8
7515.84,-1.6,-1.6,-1.7,-1.9
7516.8,-1.7,-2,-1.9,-2
7517.76,-2,-2,-2.1,-2.6
7518.72,-1.9,-1.8,-2,-2.2
7519.68,-1.9,-2.1,-2.2,-2.4
7520.64,-1.7,-1.7,-2.1,-2.1
7521.6,-2,-1.7,-2.2,-2.3
7522.56,-1.9,-2,-1.9,-2.3
7523.52,-1.6,-2,-2,-2
7524.48,-1.7,-1.9,-2.2,-2.5
7525.44,-1.8,-2.1,-2.2,-2.2
7526.4,-1.8,-1.6,-2.1,-2.2
7527.36,-1.8,-2.2,-2.4,-2.5
7528.32,-2.3,-2.6,-2.9,-2.8
7529.28,-1.6,-1.6,-1.9,-2.1
7530.24,-2,-1.9,-2,-2.2
7531.2,-1.7,-1.6,-1.7,-1.9
7532.16,-1.7,-1.9,-1.9,-2.2
7533.12,-1.6,-1.7,-1.9,-2.1
7534.08,-1.9,-1.8,-2.1,-2.5
7535.04,-1.4,-1.6,-1.7,-1.9
7536,-1.8,-1.6,-1.7,-2
7536.96,-1.6,-2.1,-2.1,-2.2
7537.92,-2,-2,-2,-2.5
7538.88,-2,-2,-2,-2.3
7539.84,-1.7,-1.7,-2.2,-2.4
7540.8,-1.6,-1.8,-2,-2.3
7541.76,-1.8,-1.5,-1.8,-2.2
7542.72,-1.7,-2,-2.2,-2.2
7543.68,-1.8,-1.8,-1.8,-2.3
7544.64,-1.7,-1.7,-1.7,-2
7545.6,-1.9,-1.8,-1.8,-2.2
7546.56,-1.8,-1.9,-2.2,-2.4
7547.52,-1.6,-1.5,-1.8,-2.1
7548.48,-2,-1.9,-2,-2.4
7549.44,-1.8,-1.8,-1.9,-2.3
7550.4,-1.6,-1.8,-1.8,-2.1
7551.36,-2,-2.4,-2.2,-2.4
7552.32,-1.7,-2,-2.2,-2.1
7553.28,-2,-1.8,-2,-2.4
7554.24,-1.7,-1.6,-2,-2
7555.2,-1.9,-2.1,-2.2,-2.5
7556.16,-1.9,-2.2,-2.4,-2.6
7557.12,-1.7,-1.7,-2,-2.2
7558.08,-1.8,-2,-2.4,-2.4
7559.04,-1.8,-1.3,-1.7,-1.9
7560,-1.9,-2,-2.1,-2.4
7560.96,-1.5,-2,-2.1,-2.2
7561.92,-1.9,-1.6,-1.9,-2.5
7562.88,-2.1,-2.2,-2.5,-2.6
7563.84,-1.6,-2,-2.5,-2.4
7564.8,-2,-2.1,-2.5,-2.6
7565.76,-1.7,-1.6,-2,-2.3
7566.72,-1.7,-1.7,-2,-2.2
7567.68,-1.6,-1.7,-1.7,-2.2
7568.64,-1.9,-2.1,-2.4,-2.4
7569.6,-1.8,-1.7,-2,-2.3
7570.56,-2,-1.4,-2.1,-2.5
7571.52,-1.8,-2,-2.1,-2.2
7572.48,-1.7,-1.7,-1.7,-2
7573.44,-1.8,-1.8,-1.8,-2.4
7574.4,-2,-2.4,-2.2,-2.4
7575.36,-1.8,-1.9,-2.2,-2.3
7576.32,-2.3,-1.8,-1.9,-2.3
7577.28,-1.8,-1.7,-1.7,-2.2
7578.24,-1.7,-2,-2.3,-2.4
7579.2,-1.5,-1.6,-1.8,-2
7580.16,-1.8,-1.5,-2,-2.1
7581.12,-1.7,-1.7,-2,-2.2
7582.08,-1.8,-1.7,-1.7,-2.3
7583.04,-1.8,-2,-2.2,-2.4
7584,-1.8,-1.9,-1.9,-2.1
7584.96,-1.9,-1.8,-2.2,-2.4
7585.92,-2,-2.3,-2.5,-2.5
7586.88,-1.9,-2.3,-2.1,-2.5
7587.84,-1.8,-1.9,-2.1,-2.3
7588.8,-2.1,-2.2,-2.2,-2.6
7589.76,-2,-2,-2.2,-2.6
7590.72,-1.7,-1.5,-1.5,-2
7591.68,-1.8,-2,-2.2,-2.3
7592.64,-1.8,-2.1,-2,-2.4
7593.6,-1.7,-1.9,-1.8,-2.3
7594.56,-1.9,-2.2,-2.7,-2.4
7595.52,-1.5,-1.8,-1.7,-1.9
7596.48,-1.6,-1.9,-2.1,-2.1
7597.44,-1.7,-1.8,-1.9,-2.3
7598.4,-2,-2,-2.2,-2.3
7599.36,-1.8,-1.9,-2.2,-2.3
7600.32,-1.8,-2,-2,-2.1
7601.28,-2,-1.9,-2.2,-2.3
7602.24,-1.8,-2,-2.1,-2.3
7603.2,-2.2,-2.2,-2.8,-2.6
7604.16,-2.2,-2.3,-2.7,-2.6
7605.12,-2.1,-2,-2.5,-2.3
7606.08,-1.5,-1.7,-1.9,-2.1
7607.04,-2.3,-2.9,-3.3,-3.2
7608,-2.2,-2.5,-2.6,-2.9
7608.96,-1.6,-2.1,-2,-2.1
7609.92,-1.9,-2.1,-2.6,-2.5
7610.88,-2.1,-2.4,-2.6,-2.8
7611.84,-1.8,-1.9,-1.9,-2.4
7612.8,-1.5,-1.7,-1.9,-2.2
7613.76,-1.6,-1.8,-1.9,-2.1
7614.72,-1.8,-2.4,-2.6,-2.5
7615.68,-1.7,-1.9,-2.2,-2.2
7616.64,-1.9,-2.4,-2.4,-2.5
7617.6,-2.4,-2.7,-2.6,-2.4
7618.56,-1.6,-1.6,-1.7,-1.9
7619.52,-1.6,-1.7,-2.1,-2
7620.48,-1.4,-1.4,-1.7,-2
7621.44,-1.7,-1.7,-1.9,-2.3
7622.4,-2.6,-3,-3,-2.9
7623.36,-2.3,-2.6,-2.2,-2.3
7624.32,-1.9,-1.9,-2.6,-2.6
7625.28,-1.5,-2,-2,-2.1
7626.24,-1.7,-2,-2.1,-1.9
7627.2,-2.1,-2.5,-2.8,-2.6
7628.16,-1.7,-2.2,-2.6,-2.6
7629.12,-1.9,-2,-2.5,-2.1
7630.08,-1.4,-1.9,-2.1,-2.1
7631.04,-1.7,-2.1,-2.2,-2.5
7632,-1.5,-1.8,-2,-2.2
7632.96,-1.6,-1.9,-1.8,-2
7633.92,-1.8,-1.7,-2,-2.4
7634.88,-1.7,-1.5,-1.6,-1.9
7635.84,-1.4,-1.9,-2,-2
7636.8,-2,-2.3,-2.1,-2.5
7637.76,-1.6,-2.1,-2.1,-2.3
7638.72,-2.2,-2.5,-2.8,-2.5
7639.68,-1.6,-2.1,-2.2,-2.2
7640.64,-2,-2.4,-2.6,-2.5
7641.6,-1.9,-2.1,-2.3,-2.3
7642.56,-1.9,-1.8,-2.1,-2.1
7643.52,-1.6,-2.1,-2,-2.1
7644.48,-2,-1.9,-2.3,-2.3
7645.44,-1.6,-2,-1.9,-2.1
7646.4,-1.6,-2.2,-2,-2.3
7647.36,-1.6,-2.1,-2.1,-2.3
7648.32,-1.7,-1.9,-2,-2.2
7649.28,-1.4,-1.8,-1.6,-1.9
7650.24,-1.9,-2,-2.4,-2.4
7651.2,-2.2,-2.1,-2.5,-2.7
7652.16,-1.8,-1.7,-2.5,-2.7
7653.12,-1.7,-1.8,-1.9,-2.1
7654.08,-1.5,-1.6,-1.9,-1.9
7655.04,-1.8,-2,-2.2,-2.4
7656,-1.8,-2,-2.2,-2.4
7656.96,-2,-1.8,-2.2,-2.6
7657.92,-1.7,-2.1,-2.2,-2.2
7658.88,-1.7,-1.7,-1.8,-2.1
7659.84,-1.7,-2,-2.1,-2.5
7660.8,-1.6,-1.5,-1.9,-1.9
7661.76,-1.6,-1.7,-2,-2.1
7662.72,-1.6,-1.7,-2.1,-2.1
7663.68,-1.9,-2.1,-2.3,-2.4
7664.64,-1.5,-1.9,-2.2,-2.2
7665.6,-1.8,-1.7,-1.7,-2.2
7666.56,-1.9,-2,-2,-2.3
7667.52,-1.6,-1.8,-1.7,-1.9
7668.48,-1.6,-1.7,-1.9,-2.1
7669.44,-1.7,-1.5,-1.9,-2.4
7670.4,-1.6,-2,-2.1,-2.4
7671.36,-1.8,-2.1,-2.1,-2.2
7672.32,-1.9,-2.1,-2,-2.4
7673.28,-1.6,-1.8,-1.7,-2.2
7674.24,-1.9,-2.2,-2.5,-2.6
7675.2,-1.7,-1.5,-1.9,-2.1
7676.16,-1.6,-2,-2.1,-2.2
7677.12,-2,-1.9,-2.1,-2.4
7678.08,-1.7,-2.1,-2.1,-2.2
7679.04,-1.7,-1.8,-2.1,-2.2
7680,-1.8,-1.9,-2.2,-2.4
7680.96,-1.7,-1.8,-1.9,-2.1
7681.92,-1.8,-1.6,-1.8,-2.1
7682.88,-1.7,-1.8,-2,-2.3
7683.84,-1.6,-1.6,-1.8,-2.2
7684.8,-2.4,-2.3,-2.8,-2.9
7685.76,-2.2,-2.3,-2.5,-2.6
7686.72,-2.2,-2.1,-2.6,-2.6
7687.68,-2.1,-2.5,-2.3,-2.5
7688.64,-1.5,-1.8,-2.1,-2.1
7689.6,-1.8,-1.4,-1.8,-2.1
7690.56,-1.8,-1.9,-2.1,-2.3
7691.52,-1.7,-1.7,-1.8,-2.2
7692.48,-1.8,-2,-1.9,-2.2
7693.44,-1.9,-1.8,-2,-1.9
7694.4,-1.8,-1.7,-1.9,-2.4
7695.36,-1.9,-1.8,-2.2,-2.4
7696.32,-1.7,-1.7,-1.9,-2.2
7697.28,-1.6,-1.7,-1.6,-1.9
7698.24,-1.7,-1.5,-1.6,-2.1
7699.2,-1.8,-1.5,-1.8,-2.1
7700.16,-1.8,-2.1,-2.4,-2.5
7701.12,-1.9,-1.9,-1.9,-2
7702.08,-2.3,-2.1,-2,-2.4
7703.04,-2.2,-1.6,-2.1,-2.5
7704,-1.6,-1.6,-1.7,-2
7704.96,-2,-1.9,-2,-2.5
7705.92,-1.5,-1.5,-1.6,-2
7706.88,-1.7,-1.7,-1.8,-2.1
7707.84,-2,-1.9,-2,-2.4
7708.8,-1.5,-1.4,-1.8,-1.9
7709.76,-2.4,-2.6,-2.8,-2.7
7710.72,-1.8,-1.7,-1.8,-2.2
7711.68,-2.6,-2.2,-2.1,-2.6
7712.64,-2.3,-2.1,-2.2,-2.5
7713.6,-1.7,-1.5,-1.9,-2.1
7714.56,-1.8,-1.9,-1.9,-2.2
7715.52,-1.9,-2.3,-2.1,-2.6
7716.48,-1.7,-1.8,-1.9,-2
7717.44,-1.6,-1.6,-1.9,-1.9
7718.4,-1.8,-1.5,-1.8,-2.1
7719.36,-1.8,-1.7,-1.8,-2.3
7720.32,-1.9,-1.9,-1.8,-2.1
7721.28,-1.9,-2,-2.1,-2.5
7722.24,-1.4,-1.5,-1.4,-1.8
7723.2,-1.8,-2.2,-2.2,-2.4
7724.16,-1.8,-2.2,-2.4,-2.5
7725.12,-1.6,-1.8,-1.9,-2
7726.08,-1.8,-1.4,-1.6,-2.1
7727.04,-2,-2.1,-2.3,-2.6
7728,-1.6,-1.3,-1.6,-1.9
7728.96,-1.8,-1.9,-2,-2.4
7729.92,-1.7,-2.1,-2,-2.1
7730.88,-1.7,-1.7,-1.8,-2
7731.84,-1.4,-1.7,-1.9,-2
7732.8,-1.6,-1.5,-1.7,-2.2
7733.76,-1.5,-1.6,-1.8,-2
7734.72,-2,-2,-2.4,-2.6
7735.68,-2.3,-2.1,-2.2,-2.6
7736.64,-1.6,-1.8,-2,-2.2
7737.6,-1.9,-2,-2.3,-2.5
7738.56,-1.8,-1.6,-1.8,-2
7739.52,-1.8,-2.2,-2.4,-2.5
7740.48,-1.7,-1.6,-1.8,-2.2
7741.44,-1.9,-2,-2,-2.5
7742.4,-1.9,-1.9,-2,-2.3
7743.36,-1.7,-2.2,-2.3,-2.3
7744.32,-2,-1.5,-1.9,-2.1
7745.28,-2,-1.9,-2,-2.5
7746.24,-1.7,-1.5,-1.6,-2.1
7747.2,-1.5,-1.7,-2,-2.1
7748.16,-1.9,-2.3,-2.2,-2.3
7749.12,-1.9,-2.2,-2.4,-2.5
7750.08,-1.7,-1.7,-1.9,-2.2
7751.04,-2,-1.7,-1.8,-2.5
7752,-1.9,-2,-2.4,-2.8
7752.96,-2.3,-2.1,-2.6,-2.2
7753.92,-2.1,-2,-2.1,-2.3
7754.88,-1.9,-1.4,-1.9,-2
7755.84,-1.8,-1.9,-2.1,-2.3
7756.8,-1.9,-1.8,-2,-2.3
7757.76,-1.5,-1.8,-1.8,-2
7758.72,-1.5,-1.7,-1.7,-2
7759.68,-1.9,-1.6,-1.9,-2.1
7760.64,-2.4,-2,-2,-2.6
7761.6,-1.7,-1.9,-1.9,-2.2
7762.56,-1.5,-1.7,-1.8,-2.2
7763.52,-1.6,-1.8,-2.1,-2.5
7764.48,-1.7,-2,-2,-2.3
7765.44,-1.6,-1.8,-2,-2.1
7766.4,-2,-1.6,-1.8,-2.4
7767.36,-2,-1.9,-2.1,-2.2
7768.32,-1.7,-1.9,-2.2,-2.3
7769.28,-1.4,-1.4,-1.7,-1.8
7770.24,-1.9,-1.8,-1.7,-1.9
7771.2,-1.6,-1.7,-1.8,-2
7772.16,-1.5,-1.9,-2,-1.9
7773.12,-1.6,-1.6,-1.8,-2
7774.08,-1.7,-1.6,-1.7,-2
7775.04,-1.7,-1.9,-2,-2.1
7776,-1.7,-1.6,-1.9,-2.2
7776.96,-1.9,-2.1,-1.9,-2.2
7777.92,-1.8,-2.1,-2.1,-2.5
7778.88,-1.7,-2.1,-2.4,-2.6
7779.84,-1.4,-1.6,-1.8,-2
7780.8,-1.5,-1.6,-1.7,-1.9
7781.76,-1.6,-1.5,-1.6,-2
7782.72,-2.1,-2.3,-2.5,-2.5
7783.68,-1.6,-1.8,-1.9,-2.2
7784.64,-2,-2,-2.3,-2.5
7785.6,-2,-2.2,-2.2,-2.5
7786.56,-1.4,-1.7,-2.1,-2.2
7787.52,-1.7,-1.9,-1.9,-2.1
7788.48,-1.9,-2,-2.2,-2.5
7789.44,-1.5,-2,-2,-2.1
7790.4,-1.5,-1.5,-1.8,-1.9
7791.36,-2,-2.2,-2.1,-2.1
7792.32,-1.7,-1.8,-1.9,-2.2
7793.28,-1.6,-1.4,-1.5,-1.8
7794.24,-1.8,-1.6,-2,-2.2
7795.2,-1.7,-2,-2.2,-2.1
7796.16,-2.2,-2.4,-2.3,-2.5
7797.12,-1.8,-2,-2.5,-2.3
7798.08,-1.9,-2.2,-2.4,-2.5
7799.04,-2.4,-2.3,-2.3,-2.8
7800,-2.2,-2.7,-3.1,-3.2
7800.96,-2.2,-2.5,-2.9,-3
7801.92,-1.9,-1.8,-2.2,-2.4
7802.88,-1.8,-2.1,-2.1,-2.3
7803.84,-2.1,-2.5,-2.8,-2.7
7804.8,-1.9,-2,-1.9,-2.2
7805.76,-1.7,-1.7,-1.9,-2.1
7806.72,-1.9,-2.2,-2.3,-2.4
7807.68,-1.7,-1.8,-2.3,-2.3
7808.64,-1.9,-2.4,-2.8,-2.5
7809.6,-1.5,-1.8,-1.8,-2.1
7810.56,-1.9,-2.1,-2.4,-2.5
7811.52,-1.7,-2.1,-2.2,-2.4
7812.48,-1.9,-2.4,-2.3,-2.5
7813.44,-1.8,-2.2,-2.5,-2.6
7814.4,-2.2,-2.5,-2.5,-2.5
7815.36,-1.6,-2.1,-2.1,-2.1
7816.32,-1.8,-2.3,-2.7,-2.6
7817.28,-1.7,-2.5,-2.5,-2.6
7818.24,-1.9,-2,-2.1,-2.3
7819.2,-1.8,-2.1,-2.2,-2.1
7820.16,-1.8,-1.7,-2.3,-2.5
7821.12,-1.8,-1.9,-2.1,-2.4
7822.08,-2,-2.1,-2.4,-2.3
7823.04,-1.7,-2.3,-2.3,-2.4
7824,-1.7,-1.7,-2.2,-2.3
7824.96,-1.9,-2,-2.5,-2.4
7825.92,-2,-2.2,-2.6,-2.5
7826.88,-1.7,-1.9,-1.9,-2.1
7827.84,-1.8,-1.9,-2.5,-2.8
7828.8,-1.7,-1.9,-2,-2.3
7829.76,-1.9,-1.8,-2.2,-2.4
7830.72,-1.9,-2.3,-2.6,-2.5
7831.68,-1.7,-1.6,-1.9,-2.1
7832.64,-1.9,-2.1,-2.5,-2.5
7833.6,-2.1,-2.1,-2.3,-2.3
7834.56,-1.9,-2.1,-2.2,-2.4
7835.52,-1.9,-1.8,-1.7,-2.3
7836.48,-1.8,-1.9,-2,-2.3
7837.44,-1.9,-1.9,-2,-2.3
7838.4,-2,-1.9,-2.1,-2.4
7839.36,-1.9,-1.9,-1.9,-2.2
7840.32,-2.1,-2.3,-2.4,-2.4
7841.28,-2,-2.1,-2.4,-2.4
7842.24,-1.9,-1.8,-2.3,-2.4
7843.2,-1.7,-2.1,-2.1,-2.2
7844.16,-1.6,-1.6,-1.8,-2
7845.12,-2,-2,-2.1,-2.4
7846.08,-2,-2.1,-2.4,-2.6
7847.04,-1.7,-1.8,-1.9,-2.4
7848,-2,-2.5,-2.3,-2.6
7848.96,-1.4,-1.6,-1.7,-1.9
7849.92,-2.3,-1.9,-2,-2.3
7850.88,-1.6,-1.8,-1.9,-2.2
7851.84,-1.8,-2.3,-2.2,-2.5
7852.8,-1.5,-1.9,-2,-2.2
7853.76,-1.7,-1.8,-2,-2.4
7854.72,-1.5,-1.6,-1.7,-1.9
7855.68,-1.7,-2.1,-2.2,-2.4
