start_filetime,activation_ins_trill,activation_mech_plane,activation_ambient_rain,activation_ins_buzz
0,-2.1,-2.5,-2.4,-1.7
0.96,-2,-2.2,-2.1,-1.8
1.92,-1.7,-2.2,-2.3,-2.1
2.88,-1.7,-2,-2,-1.9
3.84,-2.3,-2.3,-2.2,-1.9
4.8,-2.1,-2.5,-2.2,-1.8
5.76,-1.7,-2.2,-1.9,-1.8
6.72,-1.9,-1.8,-2,-1.4
7.68,-2.3,-2.5,-2.4,-1.9
8.64,-2.7,-2.6,-2.4,-1.8
9.6,-2.3,-2.3,-2.5,-1.8
10.56,-2.8,-2.7,-2.7,-2.3
11.52,-1.9,-2.2,-2.1,-1.8
12.48,-2.2,-2.6,-2.5,-2
13.44,-2.5,-2.7,-2.5,-2.1
14.4,-2.3,-2.7,-2.3,-2.5
15.36,-2.4,-2.6,-2.3,-2.2
16.32,-1.8,-2.6,-2.7,-2.6
17.28,-2.1,-2.1,-2.5,-1.7
18.24,-2.1,-2.2,-2.5,-1.8
19.2,-2,-2.1,-1.9,-1.6
20.16,-2.1,-2.4,-2.4,-1.8
21.12,-2.3,-2.4,-2.2,-2
22.08,-2,-2.3,-2.1,-2.1
23.04,-2.3,-2.5,-2.8,-2.3
24,-2.2,-2.2,-2.3,-1.8
24.96,-2,-2.3,-2.2,-2
25.92,-2.4,-2.6,-2.5,-2.3
26.88,-2.2,-2.4,-2.2,-2
27.84,-1.8,-2.1,-2,-1.7
28.8,-2,-2.4,-2.1,-1.8
29.76,-2,-2.1,-2.2,-1.8
30.72,-2,-2.2,-2.2,-1.8
31.68,-1.9,-2.3,-2.2,-2.1
32.64,-2,-2,-2,-1.7
33.6,-2.2,-2.1,-2.2,-1.8
34.56,-1.8,-1.9,-1.9,-1.6
35.52,-1.9,-2.2,-2.1,-1.6
36.48,-2.2,-2.4,-2.4,-2.2
37.44,-2.5,-3.1,-2.6,-2.1
38.4,-3,-3.1,-3,-2.4
39.36,-2.4,-2.5,-2.4,-2.3
40.32,-2.2,-2.4,-2,-1.8
41.28,-2.2,-2.8,-2.6,-2.4
42.24,-2.7,-2.6,-2.4,-2.1
43.2,-2.3,-2.2,-2.5,-1.9
44.16,-2.1,-2.2,-2.5,-2
45.12,-2,-2.6,-2.5,-2.4
46.08,-2.3,-2.5,-2.5,-1.7
47.04,-2.1,-2.2,-2.2,-2
48,-2.6,-3,-2.9,-2.5
48.96,-2.8,-3.4,-3.1,-2.9
49.92,-2.2,-2.3,-2.3,-1.9
50.88,-2.5,-3.1,-2.7,-2.5
51.84,-2.1,-2.2,-2.3,-1.8
52.8,-2.6,-2.8,-2.3,-2.1
53.76,-2.2,-2.3,-2.5,-2.2
54.72,-2.1,-2.3,-2.6,-2.2
55.68,-2.6,-2.5,-2.8,-2.1
56.64,-2.5,-2.7,-2.2,-2.2
57.6,-2.4,-2.5,-2.2,-1.7
58.56,-2.1,-2.4,-2.4,-2
59.52,-2.3,-2.6,-2.5,-2
60.48,-2.3,-2.5,-2.4,-1.9
61.44,-2.2,-2.5,-2.3,-2.2
62.4,-2.3,-2.8,-2.5,-2.4
63.36,-2,-2,-2.2,-1.8
64.32,-2.8,-3.4,-3.1,-2.9
65.28,-2.1,-2.6,-2,-2
66.24,-2.4,-2.9,-2.5,-2.2
67.2,-2.9,-2.9,-2.7,-2.7
68.16,-2.4,-2.6,-2.4,-2
69.12,-2.3,-2.6,-2.5,-2.1
70.08,-3.1,-3.1,-3.1,-2.5
71.04,-2.4,-2.6,-2.5,-2.3
72,-2.6,-2.9,-3,-2.5
72.96,-1.9,-2.3,-1.7,-1.9
73.92,-2,-2.2,-2,-1.6
74.88,-2,-2.4,-2.2,-1.9
75.84,-2.2,-2.2,-2.6,-1.9
76.8,-2.1,-2.3,-2,-1.7
77.76,-1.9,-2,-2.1,-1.7
78.72,-2.3,-2.5,-2.6,-2
79.68,-2.1,-2.4,-2.3,-2
80.64,-2.3,-2.6,-2.2,-2.1
81.6,-2.5,-2.8,-2.9,-2.1
82.56,-2,-2.3,-1.7,-1.6
83.52,-2.3,-2.3,-2.1,-1.6
84.48,-2,-2,-2.1,-1.6
85.44,-1.9,-2,-2.1,-1.6
86.4,-2.3,-2.4,-2.2,-2
87.36,-2,-2.3,-2,-2.1
88.32,-1.9,-2.5,-2.1,-2.2
89.28,-2,-2.3,-2.3,-2
90.24,-2.1,-2.4,-2.1,-2.1
91.2,-2,-2.2,-2.1,-1.9
92.16,-2.3,-2.3,-2.3,-2
93.12,-2.4,-2.4,-2.3,-1.8
94.08,-2.6,-2.8,-2.4,-2
95.04,-2.5,-2.7,-2.4,-1.7
96,-2.4,-2.4,-2.6,-2.2
96.96,-2.2,-2.4,-2.5,-1.8
97.92,-2,-2.2,-2,-1.7
98.88,-2.3,-2.4,-2.4,-1.7
99.84,-1.9,-2,-2.1,-1.7
100.8,-2.1,-2.5,-2.2,-2.2
101.76,-2.1,-2.3,-2,-1.8
102.72,-2.4,-2.5,-2.6,-1.8
103.68,-2.2,-2.4,-2.4,-2
104.64,-2.6,-2.5,-2.4,-2
105.6,-2.6,-2.6,-2.5,-2
106.56,-2,-2.2,-2.4,-2.1
107.52,-2.1,-2.2,-2.3,-1.9
108.48,-2.1,-2.3,-2.5,-2
109.44,-2.2,-2.4,-2.2,-1.7
110.4,-1.7,-1.8,-1.9,-1.7
111.36,-2,-2.3,-2.2,-2.1
112.32,-1.8,-2.2,-2.1,-1.6
113.28,-2.4,-2.6,-2.6,-2.2
114.24,-1.9,-2.1,-2,-2.2
115.2,-2.2,-2.5,-2.4,-1.9
116.16,-1.9,-2.4,-2.3,-2
117.12,-2,-2.5,-2.4,-1.9
118.08,-2,-2.4,-2,-1.9
119.04,-2.4,-2.6,-2.7,-2.3
120,-2.1,-2.1,-2.1,-2.1
120.96,-2,-2.1,-1.7,-1.7
121.92,-2,-1.9,-2,-1.6
122.88,-2.4,-2.8,-2.5,-1.8
123.84,-2.1,-2.2,-2,-1.7
124.8,-2.1,-2.2,-2.2,-1.8
125.76,-2.8,-3,-2.7,-2.2
126.72,-2.3,-2.6,-2.5,-2.2
127.68,-2.4,-2.4,-2.4,-1.8
128.64,-2.6,-2.9,-2.5,-1.9
129.6,-1.9,-2,-2.1,-1.8
130.56,-1.9,-2.1,-2.2,-1.9
131.52,-2.2,-2.4,-2.1,-1.9
132.48,-2.3,-2.3,-2.1,-1.6
133.44,-1.9,-2,-1.8,-1.5
134.4,-2.2,-2.5,-2.1,-1.7
135.36,-2.2,-2.7,-2.3,-2.3
136.32,-2,-2.3,-1.9,-1.5
137.28,-2.3,-2.4,-2.1,-2
138.24,-1.8,-2.3,-1.9,-1.8
139.2,-2.2,-2.5,-2.3,-1.5
140.16,-2.7,-2.9,-2.6,-2
141.12,-2.6,-2.4,-2.4,-1.5
142.08,-2.8,-3,-2.8,-2.2
143.04,-2.3,-2.3,-2.1,-1.8
144,-2.1,-2.4,-2.1,-1.9
144.96,-2.5,-2.5,-2.4,-2.1
145.92,-1.8,-2.1,-2,-1.9
146.88,-2.2,-2.3,-2.1,-1.6
147.84,-2,-2.1,-2.2,-1.8
148.8,-2.4,-2.5,-2.5,-1.9
149.76,-2.1,-2.3,-2,-1.6
150.72,-2.5,-2.8,-2.7,-2
151.68,-2.4,-2.5,-2.4,-1.7
152.64,-2.1,-2.3,-2.1,-1.6
153.6,-2.2,-2.4,-2.2,-1.9
154.56,-2.8,-3,-2.8,-2.2
155.52,-2.8,-3,-2.4,-1.9
156.48,-1.9,-2.1,-1.7,-1.7
157.44,-2.2,-2.4,-2.2,-1.8
158.4,-2.2,-2.3,-2.2,-2
159.36,-2.6,-2.8,-2.6,-1.9
160.32,-2.3,-2.7,-2.5,-1.5
161.28,-2.8,-2.5,-2.3,-1.8
162.24,-1.7,-2.4,-2.4,-2.5
163.2,-2.6,-2.8,-2.5,-1.9
164.16,-2.5,-2.5,-2.4,-2
165.12,-2.3,-2.7,-2.3,-2.2
166.08,-2.6,-2.9,-2.6,-2.6
167.04,-2.8,-2.8,-2.4,-2
168,-2.6,-3.3,-2.9,-3.1
168.96,-2.8,-3.2,-2.6,-2.5
169.92,-3.4,-3.8,-3.2,-3.2
170.88,-2.3,-2.5,-1.9,-1.6
