start_filetime,activation_ins_trill,activation_mech_plane,activation_ambient_rain,activation_ins_buzz
0,-1.5,-2,-1.5,-1.5
0.96,-2.5,-2.6,-2.4,-2
1.92,-2.8,-3,-2.5,-2.2
2.88,-2.7,-3.1,-2.6,-2.7
3.84,-2.3,-2.5,-2.5,-2
4.8,-1.9,-2.5,-2.2,-1.9
5.76,-2.2,-2.5,-2.3,-2.1
6.72,-2.3,-2.5,-2.6,-2
7.68,-2.2,-2.4,-2.4,-2.1
8.64,-2.6,-3,-2.5,-2.7
9.6,-2.7,-2.9,-2.8,-2.3
10.56,-4,-3.9,-3.3,-2.9
11.52,-2.2,-2.4,-2,-1.8
12.48,-3,-3.1,-2.9,-2.7
13.44,-2.7,-3,-2.9,-2.7
14.4,-2.8,-3,-3,-2.5
15.36,-2.3,-2.6,-2.2,-2
16.32,-1.9,-2.3,-2.2,-2.2
17.28,-1.8,-2.2,-2.1,-2.3
18.24,-1.8,-2.4,-1.9,-2
19.2,-2.5,-2.6,-2.4,-2.2
20.16,-2.3,-2.6,-2.3,-2.3
21.12,-2.5,-3.1,-2.8,-2.7
22.08,-2.8,-3,-2.6,-2.9
23.04,-2.8,-2.7,-2.5,-2.3
24,-2.4,-2.5,-2.7,-2.2
24.96,-2.7,-2.9,-2.7,-2.4
25.92,-2,-2.4,-2,-2
26.88,-2.5,-2.5,-2.4,-2.3
27.84,-2,-2.4,-1.9,-1.8
28.8,-1.8,-2,-1.9,-1.9
29.76,-2.1,-2.6,-2.5,-2.1
30.72,-2.8,-3,-2.3,-2.4
31.68,-2.2,-2.7,-2.6,-2.6
32.64,-2.4,-2.9,-2.7,-2.5
33.6,-2.3,-2.7,-2.6,-1.9
34.56,-2.5,-2.6,-2,-2.1
35.52,-1.8,-2.1,-2,-2
36.48,-2.4,-2.6,-2.8,-2.2
37.44,-2.9,-3,-2.8,-2.5
38.4,-2.5,-2.7,-2.3,-1.9
39.36,-2.1,-2.5,-2.3,-2.3
40.32,-2.1,-2.3,-2.4,-1.9
41.28,-1.9,-2.1,-2.2,-1.9
42.24,-2.2,-2.5,-2.3,-2.2
43.2,-2,-2.1,-2.1,-1.9
44.16,-1.9,-2.1,-2.1,-1.8
45.12,-2.1,-2.3,-1.9,-2
46.08,-2.7,-2.8,-2.8,-2.2
47.04,-1.8,-2.2,-2.2,-2.1
48,-2.5,-2.7,-2.4,-1.9
48.96,-2.8,-2.9,-2.6,-2.6
49.92,-2.7,-3,-2.6,-2.3
50.88,-2.5,-3.2,-2.8,-2.1
51.84,-2.3,-2,-2.2,-1.5
52.8,-2.1,-2.2,-1.7,-1.4
53.76,-2.6,-2.7,-2.7,-2.4
54.72,-2.2,-2.6,-2.4,-2.2
55.68,-2.3,-2.2,-2.4,-1.9
56.64,-2.5,-3,-2.8,-2.6
57.6,-2.1,-2.5,-2.3,-2
58.56,-2.2,-2.7,-2.5,-2.5
59.52,-2.5,-2.5,-3.1,-2.3
60.48,-2.5,-2.9,-2.7,-2.2
61.44,-1.9,-2.5,-2.3,-1.9
62.4,-2.1,-2.2,-2.5,-1.8
63.36,-2.2,-2.2,-2.2,-1.8
64.32,-2.1,-2.3,-2.1,-1.9
65.28,-2.4,-3,-2.9,-2.8
66.24,-2.4,-2.9,-2.8,-2.6
67.2,-2.1,-2.5,-2.1,-1.9
68.16,-2.3,-2.6,-2.5,-2.1
69.12,-2.3,-2.4,-2.3,-2
70.08,-2.5,-2.7,-2.6,-2.2
71.04,-2.4,-2.9,-2.6,-2.3
72,-2.2,-2.4,-2.3,-2
72.96,-1.6,-2.2,-1.6,-1.6
73.92,-2.3,-2.3,-2.7,-1.8
74.88,-2,-2.2,-1.9,-1.6
75.84,-1.8,-1.8,-1.9,-1.5
76.8,-2.8,-2.8,-3.1,-2.3
77.76,-2.7,-3.5,-2.8,-2.7
78.72,-2.8,-2.8,-2.6,-2.5
79.68,-3.5,-3.6,-3,-2.9
80.64,-2.6,-2.9,-2.7,-2.5
81.6,-3.4,-3.1,-3.3,-2.5
82.56,-3.1,-3.1,-2.9,-2.5
83.52,-1.8,-2.3,-2.1,-2
84.48,-2.7,-3,-2.7,-2.5
85.44,-1.9,-2.5,-2.1,-2.1
86.4,-2.6,-2.9,-2.5,-2.8
87.36,-2.6,-2.8,-2.5,-2.3
88.32,-2.7,-3,-3,-2.7
89.28,-2.2,-2.6,-2.4,-2
90.24,-2.4,-2.6,-2.9,-2.2
91.2,-2.3,-2.8,-2.7,-2.3
92.16,-3.1,-3.1,-2.8,-2.7
93.12,-2.8,-3,-2.9,-2.5
94.08,-1.9,-2.3,-1.9,-2
95.04,-2.6,-2.7,-2.4,-2.2
96,-2.3,-2.7,-2.4,-2.1
96.96,-1.9,-2.1,-2.1,-1.8
97.92,-2.5,-2.5,-2.4,-1.9
98.88,-2.3,-2.7,-2.3,-2.4
99.84,-2.6,-2.9,-2.7,-2.7
100.8,-2.5,-2.6,-2.5,-2.2
101.76,-2.5,-2.8,-2.7,-2.4
102.72,-1.8,-2.4,-2,-2.2
103.68,-2.8,-3,-2.2,-2.3
104.64,-2.4,-2.6,-2.5,-2.4
105.6,-2,-2.1,-2.3,-1.8
106.56,-2.6,-2.8,-2.9,-2.3
107.52,-3.1,-2.9,-2.8,-1.7
108.48,-2.4,-2.6,-2.5,-1.9
109.44,-2.8,-3.2,-2.7,-2.3
110.4,-2.2,-2.5,-2.5,-2
111.36,-2.1,-2.5,-2.2,-2.1
112.32,-2,-2.4,-2.4,-2.1
113.28,-2.2,-2.5,-2.4,-2.1
114.24,-2.2,-2.1,-2.3,-2
115.2,-2.9,-2.8,-2.8,-2.1
116.16,-2.3,-2.5,-2.4,-2
117.12,-3.1,-3.2,-2.5,-2.8
118.08,-2.3,-2.1,-2.3,-1.6
119.04,-2.1,-2.5,-2.4,-2.3
120,-1.8,-2,-2,-1.6
120.96,-2.4,-2.4,-2.5,-1.9
121.92,-2.4,-2.5,-2.4,-2
122.88,-1.9,-2.2,-2.1,-1.8
123.84,-2.2,-2.5,-2.4,-1.9
124.8,-2.1,-2.4,-2.4,-2.2
125.76,-3.1,-2.8,-3,-2.3
126.72,-2.3,-2.5,-2.4,-2.2
127.68,-2.8,-2.7,-2.6,-2.5
128.64,-2.4,-2.6,-2.7,-2.3
129.6,-2.2,-2.4,-2.4,-2.4
130.56,-2.1,-2.4,-2.2,-2.2
131.52,-2.2,-2.5,-2.2,-1.8
132.48,-2.2,-2.3,-2.3,-2
133.44,-2.2,-2.4,-2.4,-2.2
134.4,-2,-2.2,-2.1,-1.8
135.36,-2.5,-2.6,-2.8,-2.5
136.32,-3.6,-3.7,-3.1,-3
137.28,-2.2,-2.8,-2.5,-2.5
138.24,-2.2,-2.3,-2.2,-1.8
139.2,-2.8,-2.9,-2.4,-2.5
140.16,-2.2,-2.5,-2.4,-1.8
141.12,-2.1,-2.4,-2.2,-1.9
142.08,-4,-4.1,-3.8,-3
143.04,-2.2,-2.3,-2.2,-1.8
144,-2,-2.2,-2.1,-1.6
144.96,-2.5,-2.8,-2.3,-2
145.92,-3.5,-3.5,-3.5,-2.9
146.88,-3.2,-3.4,-3.1,-2
147.84,-2,-2.3,-2,-1.9
148.8,-1.9,-2.2,-2.1,-2.1
149.76,-3.3,-3.4,-3.1,-2.6
150.72,-1.9,-2.4,-2.1,-2.4
151.68,-2.1,-2.3,-2.4,-1.5
152.64,-3,-2.5,-3,-2.4
153.6,-2.2,-2.6,-2.5,-2.2
154.56,-2.3,-2.4,-2.3,-2
155.52,-1.8,-2.2,-2.2,-1.9
156.48,-3.2,-3.2,-2.7,-2.5
157.44,-2,-2.5,-2.2,-2.3
158.4,-2.1,-2.6,-2.3,-2.3
159.36,-1.6,-1.9,-1.9,-1.6
160.32,-3,-3.1,-3.1,-2.3
161.28,-2.5,-2.6,-3,-1.9
162.24,-2.9,-3,-2.9,-2.4
163.2,-2,-2.6,-2.2,-2.2
164.16,-1.9,-2.2,-2.5,-1.8
165.12,-3.1,-3.2,-3,-2.3
166.08,-2.7,-2.8,-2.9,-2.5
167.04,-2.9,-3,-2.8,-2.2
168,-1.9,-2.4,-2.1,-1.8
168.96,-2,-2.3,-1.9,-1.9
169.92,-3.7,-3.3,-3.4,-2.8
170.88,-2.6,-2.5,-3,-2.6
171.84,-2.1,-2.8,-2.4,-2.2
172.8,-1.8,-2.3,-2.3,-2.3
173.76,-4,-4.4,-3.9,-3.2
174.72,-2.6,-3,-2.7,-2.8
175.68,-2.3,-2.8,-2.6,-2.8
