start_filetime,activation_ins_trill,activation_mech_plane,activation_ambient_rain,activation_ins_buzz
0,-2.3,-2.2,-1.7,-1.9
0.96,-2,-2,-1.5,-1.8
1.92,-1.9,-2.2,-1.4,-1.7
2.88,-1.9,-1.8,-0.9,-1.4
3.84,-1.8,-2.2,-1.1,-1.9
4.8,-2,-2.3,-1.8,-1.8
5.76,-2.8,-3.1,-3.1,-2.1
6.72,-2.5,-2.6,-2.7,-2.2
7.68,-2.6,-2.9,-3.1,-2.4
8.64,-2.3,-2.3,-1.6,-1.8
9.6,-2.1,-2,-0.9,-1.6
10.56,-1.7,-1.8,-1.1,-1.4
11.52,-2.6,-2.3,-1.7,-1.7
12.48,-1.8,-2,-0.9,-1.6
13.44,-1.8,-2.3,-1.5,-1.4
14.4,-2.3,-2.4,-2.6,-1.5
15.36,-2.7,-2.9,-2.8,-2
16.32,-3.1,-2.9,-3.2,-2
17.28,-2.6,-2.6,-1.4,-1.8
18.24,-2.1,-2,-1.1,-1.3
19.2,-1.8,-2,-1.3,-1.5
20.16,-2,-2,-1.6,-1.9
21.12,-1.7,-2.3,-1.6,-1.3
22.08,-1.8,-2.2,-1.8,-1.8
23.04,-2.4,-2.6,-2.2,-2.1
24,-2.6,-2.6,-2.3,-2.5
24.96,-2.6,-2.6,-1.9,-1.8
25.92,-3.1,-2.8,-1.6,-1.7
26.88,-2.5,-2.2,-2.2,-1.9
27.84,-2.4,-2.2,-1.5,-1.8
28.8,-1.7,-2,-1.3,-1.6
29.76,-2.2,-2,-1.5,-1.4
30.72,-1.8,-2.3,-1.3,-1.7
31.68,-2.9,-2.7,-2.4,-2.1
32.64,-2.2,-2.1,-1.4,-1.9
33.6,-2.2,-2.3,-1.3,-1.5
34.56,-2.3,-2.3,-1.7,-2.2
35.52,-2.1,-2,-1.2,-1.7
36.48,-1.8,-2.3,-1.9,-1.7
37.44,-2.3,-2.5,-2,-1.5
38.4,-3.2,-3.8,-3.8,-1.8
39.36,-2.6,-2.6,-2.5,-2.1
40.32,-1.9,-2.1,-1.7,-1.9
41.28,-2,-2,-1.5,-1.9
42.24,-2.3,-2.4,-1.4,-2
43.2,-1.9,-1.8,-1.2,-1.4
44.16,-2.1,-2.4,-2.2,-2.1
45.12,-2.4,-2.5,-2.6,-2
46.08,-2.7,-2.8,-3,-2
47.04,-2.1,-2.1,-1.8,-2
48,-2.3,-2.3,-1,-2
48.96,-2.4,-2.3,-1.7,-1.8
49.92,-2.4,-2.4,-1.7,-1.8
50.88,-2,-2.1,-1.4,-1.6
51.84,-2.3,-2.6,-2.6,-2.5
52.8,-1.4,-1.7,-1,-1.7
53.76,-2,-2.2,-2,-2
54.72,-1.6,-1.8,-1.4,-1.6
55.68,-1.8,-2.2,-1.5,-1.7
56.64,-1.8,-2.1,-1.8,-1.8
57.6,-2.3,-2.7,-2.5,-2.1
58.56,-2,-2.2,-2.1,-1.9
59.52,-1.9,-2.2,-1.8,-1.9
60.48,-2.2,-2.6,-2.3,-2.2
61.44,-1.8,-2.3,-2,-1.9
62.4,-2,-2.6,-2.4,-2
63.36,-1.7,-2,-1.6,-1.9
64.32,-1.7,-2.4,-2.3,-1.5
65.28,-1.7,-2.1,-2,-1.7
66.24,-1.9,-2.5,-2,-1.9
67.2,-2.3,-2.2,-2.1,-2
68.16,-2.5,-2.3,-2.4,-2
69.12,-2.3,-2.2,-1.9,-1.8
70.08,-2.4,-2.1,-1.9,-1.6
71.04,-1.7,-2.2,-1.9,-1.6
72,-2,-2.1,-1.6,-1.8
72.96,-4,-4.6,-4.5,-2.3
73.92,-2.1,-2.1,-2.3,-1.9
74.88,-2.2,-2.6,-2.2,-1.8
75.84,-1.6,-1.9,-1.5,-1.6
76.8,-2,-2,-1.8,-1.6
77.76,-1.9,-2.3,-1.6,-1.7
78.72,-1.8,-2.1,-1.3,-1.6
79.68,-2.3,-2.2,-1.5,-1.8
80.64,-2.7,-2.4,-2.3,-1.9
81.6,-3,-2.9,-3.3,-2.2
82.56,-1.6,-2.3,-1.6,-1.7
83.52,-1.8,-2.1,-1.6,-1.6
84.48,-1.9,-2.2,-1.7,-1.9
85.44,-2,-2.4,-1.1,-1.4
86.4,-1.8,-2,-1.6,-1.7
87.36,-2.1,-2.3,-1.8,-1.8
88.32,-2.6,-2.7,-2.6,-2
89.28,-3,-3.4,-3.4,-1.8
90.24,-2.6,-2.7,-2.9,-2
91.2,-2.2,-2.1,-2.3,-1.9
92.16,-1.8,-2,-1.2,-1.3
93.12,-1.8,-2.1,-1.4,-1.4
94.08,-2.8,-2.6,-1.9,-1.6
95.04,-1.8,-2.1,-1.6,-1.6
96,-1.9,-2.5,-1.9,-2
96.96,-2,-1.9,-1.5,-1.6
97.92,-2.2,-2.5,-1.7,-1.6
98.88,-1.9,-2.3,-1.6,-1.9
99.84,-2.3,-2.9,-2.1,-2.3
100.8,-2.4,-2.6,-2.1,-1.6
101.76,-2.4,-2.3,-2.3,-1.7
102.72,-2,-2.2,-1.5,-1
103.68,-2,-2.3,-1.5,-1.7
104.64,-2.3,-2.6,-2.1,-2.2
105.6,-1.8,-2.2,-1.4,-1.5
106.56,-2,-2.1,-1.9,-1.9
107.52,-2.2,-2.3,-1.5,-2
108.48,-2.1,-2.1,-1.5,-1.7
109.44,-2.6,-2.5,-2.4,-1.8
110.4,-3,-3.1,-3.2,-2.6
111.36,-3,-3.5,-3.2,-2.7
112.32,-2.3,-2.2,-2.2,-1.6
113.28,-2.3,-2.8,-1.9,-1.8
114.24,-2.2,-2.3,-2,-1.9
115.2,-1.9,-1.9,-1.6,-1.8
116.16,-2.3,-2.5,-1.4,-1.5
117.12,-2,-2.4,-1.5,-1.8
118.08,-1.9,-2.4,-2.1,-1.9
119.04,-1.9,-2.2,-1.2,-1.5
120,-2.2,-2.9,-2.3,-1.9
120.96,-2.2,-2.5,-2.1,-2.3
121.92,-2.3,-2.3,-1.8,-1.7
122.88,-2,-2.4,-1.9,-2
123.84,-2.5,-2.6,-2.6,-2.2
124.8,-3.6,-4.1,-4.1,-3.1
125.76,-2.4,-2.4,-2.2,-1.8
126.72,-2.4,-2.2,-1.5,-1.6
127.68,-2.1,-2.1,-1.7,-1.8
128.64,-2.3,-2.2,-1.9,-2
129.6,-1.8,-1.8,-1.2,-1.8
130.56,-2,-2.3,-1.6,-1.8
131.52,-1.8,-2.2,-1.9,-1.6
132.48,-1.6,-2,-1.5,-1.6
133.44,-1.9,-2.7,-1.9,-1.4
134.4,-2,-3,-2.5,-1.9
135.36,-1.8,-1.8,-1.5,-2
136.32,-1.9,-2,-1.5,-1.5
137.28,-1.4,-2.1,-1.3,-1.4
138.24,-2,-2.5,-1.8,-1.6
139.2,-2.2,-2.7,-2.1,-2.2
140.16,-1.2,-1.5,-1.6,-1.7
141.12,-1.8,-2.1,-1.9,-1.9
142.08,-2.2,-2.6,-2.2,-1.6
143.04,-2.2,-2.4,-1.9,-1.6
144,-2.1,-2.1,-1.3,-1.7
144.96,-1.7,-2.1,-1.5,-1.8
145.92,-2.4,-2.7,-2.9,-2.7
146.88,-1.6,-1.9,-1,-1.5
147.84,-1.6,-2.1,-2,-1.6
148.8,-1.9,-2,-1.1,-1.7
149.76,-2,-2,-1.7,-1.7
150.72,-2.8,-2.7,-2.9,-2
151.68,-2.5,-2.6,-2.5,-1.8
152.64,-2.1,-2.6,-2.5,-1.4
153.6,-2,-1.9,-2,-1.6
154.56,-1.9,-2.1,-1.5,-1.9
155.52,-2,-2.1,-1.8,-1.9
156.48,-1.9,-2,-1.7,-1.8
157.44,-2.1,-2.5,-2.5,-2.2
158.4,-2,-2.2,-1.6,-1.8
159.36,-2.5,-2.4,-2.2,-2
160.32,-1.9,-2.2,-1.5,-1.9
161.28,-1.9,-1.8,-1.4,-1.4
162.24,-1.8,-2.1,-1.4,-1.8
163.2,-2.1,-2.6,-2,-1.9
164.16,-2.6,-3,-2.4,-2.2
165.12,-3,-3.2,-3.4,-2.5
166.08,-2.5,-2.7,-2.6,-2
167.04,-2.9,-3.4,-3.5,-2.2
168,-2,-2.2,-1.5,-1.5
168.96,-2.2,-1.9,-1.4,-1.6
169.92,-1.7,-2.2,-1.1,-1.5
170.88,-2,-2.4,-1.8,-1.6
171.84,-1.7,-2,-1.6,-1.6
172.8,-1.7,-2,-1.5,-1.5
173.76,-1.6,-1.9,-1.6,-1.5
174.72,-1.5,-1.6,-1.8,-1.9
175.68,-2.3,-2.5,-1.8,-1.7
176.64,-2.1,-2.6,-1.6,-1.8
177.6,-2.2,-2.4,-1.3,-1.7
178.56,-2,-1.8,-1.5,-1.6
179.52,-2.6,-2.3,-1.5,-1.6
180.48,-2.2,-2.1,-1.6,-1.6
181.44,-2.4,-2.2,-1.8,-1.4
182.4,-2,-2.4,-1.9,-2
183.36,-1.7,-2.1,-1.4,-1.6
184.32,-2.3,-2.2,-1.7,-1.6
185.28,-2.9,-3,-3.2,-2
186.24,-2.4,-2.4,-1.9,-2
187.2,-2.4,-2.4,-2.5,-2.2
188.16,-1.6,-1.9,-1.3,-1.3
189.12,-2.7,-2.7,-2.3,-1.5
190.08,-2,-2.2,-1.5,-1.5
191.04,-1.9,-2,-2.1,-1.6
192,-2.7,-2.8,-2.8,-2.3
192.96,-2.7,-2.3,-2.6,-1.8
193.92,-2,-2.1,-1.3,-1.3
194.88,-2,-2.3,-2.1,-1.9
195.84,-1.9,-2.2,-0.9,-1.7
196.8,-2,-1.9,-1.9,-1.6
197.76,-1.6,-1.9,-1.3,-1.5
198.72,-1.7,-2.1,-1.5,-1.5
199.68,-1.8,-2.1,-1,-1.6
200.64,-2.2,-2.2,-1.8,-2
201.6,-1.9,-2.3,-1.4,-1.6
202.56,-1.7,-2.1,-1.4,-1.7
203.52,-2.1,-2.3,-1.7,-1.6
204.48,-2.6,-2.7,-2.8,-2.5
205.44,-2.4,-2.4,-2.6,-1.7
206.4,-2.2,-2.5,-2.5,-2.3
207.36,-2.4,-2.6,-2.5,-2.3
208.32,-2.1,-2.7,-1.7,-1.9
209.28,-2.3,-2.9,-2.5,-2.8
210.24,-2.5,-2.7,-2.5,-2.3
211.2,-2.6,-2.8,-2.5,-2.5
212.16,-2.5,-2.4,-2.3,-2.1
213.12,-1.8,-2.5,-1.8,-2.3
214.08,-2.4,-2.7,-2.2,-2.1
215.04,-2.1,-2.3,-2,-2.4
216,-2.5,-2.7,-2.4,-2.4
216.96,-1.9,-2.2,-1.6,-2
217.92,-2.2,-2.4,-2,-2
218.88,-2.4,-3.4,-2,-2.5
219.84,-2.3,-2.7,-1.8,-2.3
220.8,-2.1,-1.9,-1.8,-1.9
221.76,-2,-2.2,-2.1,-2.2
222.72,-2.4,-2.9,-2.5,-2.5
223.68,-2.3,-2.2,-2.1,-2.5
224.64,-2,-2.1,-2,-2.1
225.6,-2.9,-2.9,-3,-2.4
226.56,-2.5,-3.2,-2.5,-2.5
227.52,-1.8,-1.5,-1.4,-1.6
228.48,-2.2,-2.4,-2,-2.2
229.44,-2.1,-2.3,-1.9,-2.2
230.4,-1.7,-2,-1.5,-1.7
231.36,-1.7,-1.9,-1.5,-1.6
232.32,-2.1,-2.2,-1.6,-2
233.28,-2,-2.4,-2,-1.9
234.24,-2.3,-2.3,-1.6,-1.8
235.2,-2.2,-2.5,-2,-2.1
236.16,-2.1,-1.8,-1.9,-2.1
237.12,-1.9,-2.2,-1.6,-2
238.08,-2.2,-2.2,-1.8,-2
239.04,-2.1,-2.5,-2,-2
240,-2.2,-2.2,-1.9,-2.3
240.96,-2.1,-2.4,-2.2,-2.2
241.92,-2.5,-2.5,-2.1,-2.1
242.88,-2.1,-1.9,-1.7,-1.5
243.84,-2.2,-1.8,-1.7,-1.6
244.8,-2.2,-2.6,-2.1,-2.2
245.76,-1.5,-2.3,-1.4,-1.6
246.72,-2.4,-2.9,-2.4,-2.3
247.68,-1.9,-2,-1.9,-1.7
248.64,-2.8,-2.9,-2.6,-1.9
249.6,-3.5,-3.4,-3.8,-2.2
250.56,-2,-2.4,-2,-2
251.52,-2.1,-2.2,-1.6,-1.7
252.48,-2,-2.1,-1.4,-1.8
253.44,-2.1,-2.2,-1.3,-1.5
254.4,-2.4,-2.6,-2.4,-2.3
255.36,-2.6,-2.7,-2.5,-2.2
256.32,-2.2,-2.8,-2.5,-1.8
257.28,-2.6,-3,-2.9,-1.7
258.24,-2,-2.5,-2.1,-2.2
259.2,-2,-2.2,-2,-2
260.16,-2.4,-2.4,-2.6,-2
261.12,-2.3,-3.1,-2.7,-2
262.08,-2.7,-2.9,-2.3,-2.4
263.04,-2.1,-2.5,-2.5,-1.8
264,-1.9,-2.3,-1.8,-1.5
264.96,-1.8,-1.7,-1.1,-1.6
265.92,-1.9,-1.9,-1.6,-1.7
266.88,-2.2,-2.6,-2.3,-1.7
267.84,-2.2,-2.5,-2.3,-2.3
268.8,-2.4,-2.4,-2.1,-2.3
269.76,-2.8,-2.8,-2.6,-2.4
270.72,-2.2,-2.3,-1.3,-1.8
271.68,-2,-2,-1.7,-2.2
272.64,-1.4,-1.9,-1.6,-2
273.6,-1.7,-1.9,-1.6,-1.5
274.56,-1.8,-1.8,-1.3,-1.5
275.52,-2.9,-4.2,-3.4,-1.1
276.48,-1.7,-1.8,-1.7,-1.9
277.44,-2,-2.1,-2,-1.9
278.4,-2.1,-1.7,-1.9,-1.9
279.36,-1.5,-1.7,-1.5,-1.5
280.32,-1.5,-2,-1.2,-1.7
281.28,-2,-2.7,-1.4,-1.8
282.24,-2.6,-2.7,-2.5,-2.1
283.2,-2.8,-3.2,-3,-2.2
284.16,-2.4,-2.8,-2.4,-2.2
285.12,-2.3,-2.5,-2.2,-1.6
286.08,-2,-2.3,-1.7,-2
287.04,-1.7,-1.8,-1.7,-1.8
288,-1.9,-2.2,-1.5,-1.6
288.96,-2,-2,-1.6,-2
289.92,-3.1,-2.9,-2.7,-2.4
290.88,-2,-2.5,-1.9,-1.8
291.84,-2.1,-2,-1.5,-1.8
292.8,-2,-1.8,-1.5,-1.6
293.76,-2.9,-2.7,-2.8,-2.1
294.72,-2.4,-2.2,-2.3,-2.1
295.68,-2,-2.2,-1.8,-1.9
296.64,-2.1,-2.1,-1.6,-1.8
297.6,-1.9,-2.2,-1.4,-1.8
298.56,-1.7,-2.1,-1.8,-1.6
299.52,-1.7,-2,-1,-1.7
