start_filetime,activation_ins_trill,activation_mech_plane,activation_ambient_rain,activation_ins_buzz
0,-1.8,-2.2,-2,-1.9
0.96,-1.6,-2.3,-1.9,-2.1
1.92,-1.5,-2.1,-1.5,-1.7
2.88,-1.5,-2.3,-1.8,-2
3.84,-2.3,-2.5,-2.2,-2
4.8,-1.9,-2.5,-1.8,-2.1
5.76,-1.9,-2.4,-2,-1.8
6.72,-1.8,-2.2,-1.7,-2.1
7.68,-1.9,-2.2,-1.9,-1.8
8.64,-2.2,-2.5,-2.3,-2.2
9.6,-1.6,-2.2,-1.7,-1.9
10.56,-2,-2.5,-1.9,-2.1
11.52,-1.9,-2.4,-1.7,-2
12.48,-2.2,-2.5,-2.4,-2.1
13.44,-1.6,-2.2,-1.6,-1.9
14.4,-2,-2.6,-2.1,-2.1
15.36,-1.9,-2.3,-1.8,-2.2
16.32,-1.8,-2.4,-2.1,-2.1
17.28,-3.4,-3.5,-3,-2.9
18.24,-2.2,-2.2,-2,-2.1
19.2,-3.2,-3.5,-3.1,-2.6
20.16,-2,-2.4,-2.2,-2.2
21.12,-2.1,-2.5,-2,-1.9
22.08,-1.8,-2.3,-2,-1.9
23.04,-2.5,-2.5,-2.3,-1.9
24,-1.5,-2.1,-1.7,-1.7
24.96,-1.8,-2,-1.7,-1.4
25.92,-1.7,-2,-1.7,-1.6
26.88,-2,-2.2,-2,-1.9
27.84,-2,-2.9,-2,-2.3
28.8,-1.8,-2.3,-1.5,-1.9
29.76,-1.6,-2,-1.6,-1.8
30.72,-1.6,-2,-1.8,-1.7
31.68,-3.4,-3.7,-3.2,-3
32.64,-1.8,-2.1,-1.8,-1.7
33.6,-1.4,-1.9,-1.5,-1.6
34.56,-2.1,-2.5,-2.4,-2.2
35.52,-1.6,-2.2,-1.8,-1.7
36.48,-1.9,-2.3,-2,-1.8
37.44,-2,-2.5,-2.1,-1.9
38.4,-1.8,-2.4,-1.9,-2
39.36,-1.6,-2.3,-2,-2
40.32,-3.4,-3.2,-3.3,-2.5
41.28,-2.5,-2.4,-2.5,-2.2
42.24,-2.3,-2.4,-2.4,-2.4
43.2,-1.5,-2,-1.9,-1.8
44.16,-1.5,-2.2,-1.7,-2
45.12,-1.8,-2,-1.9,-1.8
46.08,-2,-2.5,-1.9,-2
47.04,-3.4,-3.2,-3.5,-3.2
48,-3.7,-3.2,-3.5,-2.9
48.96,-3.1,-3.2,-3.1,-2.7
49.92,-2,-2.6,-2,-2
50.88,-1.8,-2.3,-2.1,-2.1
51.84,-2.6,-2.5,-2.4,-2.2
52.8,-2.9,-3,-2.8,-2.9
53.76,-3.1,-3.2,-3,-2.8
54.72,-2.3,-2.2,-2.2,-1.8
55.68,-1.9,-2.1,-2,-2
56.64,-2.4,-2.4,-2.5,-2.2
57.6,-1.9,-2.2,-1.9,-1.9
58.56,-2,-2.1,-2,-1.9
59.52,-1.8,-2.1,-1.9,-1.8
60.48,-2.9,-2.8,-2.8,-2.4
61.44,-1.9,-2,-2.1,-2
62.4,-2.7,-2.6,-2.9,-2.3
63.36,-2.4,-2.4,-2.5,-2.3
64.32,-1.7,-2,-1.9,-1.8
65.28,-2.1,-2.4,-1.9,-2.2
66.24,-1.8,-2,-2,-1.9
67.2,-2.3,-2.3,-2.4,-2.3
68.16,-3.7,-3.5,-3.6,-3.7
69.12,-3.5,-3.2,-3.3,-2.4
70.08,-2.1,-2.2,-1.9,-1.7
71.04,-1.6,-2.1,-1.8,-1.8
72,-1.5,-2.1,-1.9,-1.7
72.96,-2.8,-2.7,-2.9,-2.6
73.92,-2,-2.2,-2.2,-2
74.88,-2.7,-2.9,-2.9,-2.6
75.84,-2,-2.3,-2.1,-2
76.8,-2.1,-2.1,-2.1,-1.9
77.76,-2,-2.2,-1.9,-2.1
78.72,-1.8,-2.1,-2.1,-2
79.68,-1.9,-2.2,-2,-1.9
80.64,-2.1,-2.4,-2.1,-2
81.6,-2.2,-2.2,-2.4,-1.9
82.56,-1.9,-2.1,-2,-2
83.52,-2.3,-2.6,-2.4,-2.1
84.48,-2,-2.3,-2.1,-1.9
85.44,-1.6,-2,-1.7,-1.7
86.4,-3.1,-3.1,-3.2,-3
87.36,-2.6,-2.8,-2.7,-2.5
88.32,-1.6,-2.1,-1.9,-1.9
89.28,-2.4,-2.5,-2.3,-2.4
90.24,-1.9,-2.3,-2,-2
91.2,-2,-2.4,-2,-1.9
92.16,-2,-2.5,-2.1,-2.2
93.12,-2.7,-3.1,-3,-3
94.08,-2.4,-2.6,-2.4,-2.1
95.04,-2.8,-2.6,-2.6,-2.3
96,-2.3,-2.6,-2.4,-2.3
96.96,-1.9,-2.3,-2.1,-1.8
97.92,-2.5,-2.8,-2.7,-2.5
98.88,-3.2,-3.3,-3.3,-2.8
99.84,-2.7,-3.2,-2.8,-2.6
100.8,-3.1,-2.9,-2.9,-2.4
101.76,-2.2,-2.7,-2.3,-2.3
102.72,-2.1,-2.4,-2,-2.1
103.68,-2.2,-2.4,-2,-2.2
104.64,-1.6,-2.3,-1.7,-2.1
105.6,-3.5,-3.5,-3.7,-3.3
106.56,-2.8,-2.9,-3,-2.4
107.52,-3.2,-3.6,-3.4,-3.1
108.48,-1.7,-2.3,-1.8,-2
109.44,-2,-2.4,-2,-2.2
110.4,-1.9,-2.3,-1.8,-1.7
111.36,-1.8,-2.3,-1.8,-1.8
112.32,-2,-2.5,-1.7,-2.1
113.28,-2.5,-2.4,-2.3,-2.2
114.24,-2.2,-2.4,-2.2,-1.9
115.2,-3.4,-3.1,-3.2,-2.9
116.16,-1.7,-2.1,-1.6,-1.6
117.12,-3.1,-3.3,-3,-2.9
118.08,-2.1,-2.5,-2.1,-2
119.04,-1.9,-2.4,-1.8,-1.9
120,-2.1,-2.7,-2.3,-2.5
120.96,-2.1,-2.5,-2.2,-2.3
121.92,-1.5,-2.1,-1.6,-1.7
122.88,-1.8,-2.3,-1.9,-1.6
123.84,-1.8,-2.1,-1.5,-1.6
124.8,-1.8,-2.3,-1.9,-2
125.76,-2.2,-2.7,-2.1,-2.5
126.72,-3.2,-3.3,-3.3,-2.9
127.68,-3.2,-3.3,-3.4,-2.8
128.64,-3.5,-3.5,-3.3,-3
129.6,-3.3,-3,-3,-2.7
130.56,-3,-2.9,-3,-2.7
131.52,-3.1,-3.1,-3.2,-2.8
132.48,-3.2,-3,-3.1,-3
133.44,-2.7,-3.4,-2.8,-2.4
134.4,-3.2,-3.4,-3.2,-2.5
