start_filetime,activation_ins_trill,activation_mech_plane,activation_ambient_rain,activation_ins_buzz
0,-2.8,-2.7,-2.9,-2.6
0.96,-3.5,-3.3,-3.5,-2.6
1.92,-3.2,-2.7,-2.9,-2.8
2.88,-3,-2.5,-2.5,-2.4
3.84,-2.7,-2.6,-2.6,-2.2
4.8,-2.5,-2.3,-2.3,-2.4
5.76,-3,-2.9,-3,-2.7
6.72,-3.1,-2.6,-2.6,-2.6
7.68,-2.8,-2.8,-2.2,-2.2
8.64,-2.6,-2.7,-2.7,-2.6
9.6,-3,-3.3,-3.2,-2.8
10.56,-2.8,-2.7,-2.5,-2.2
11.52,-2.9,-3.3,-3,-2.5
12.48,-3.7,-3.5,-3.6,-3.1
13.44,-3,-2.8,-3.1,-2.7
14.4,-3.1,-2.8,-2.8,-2.5
15.36,-2.9,-2.5,-2.4,-2
16.32,-3.5,-3.2,-3.3,-3.2
17.28,-4.2,-5,-4.7,-3.6
18.24,-3.5,-3.1,-3.4,-2.6
19.2,-2.9,-2.8,-2.6,-2.5
20.16,-3.3,-3.1,-3.5,-3
21.12,-2.7,-2.7,-2.5,-2.2
22.08,-2.9,-2.6,-2.8,-2.4
23.04,-3.4,-3.6,-3.2,-3
24,-2.7,-2.6,-2.6,-2.6
24.96,-3.3,-3.2,-3.4,-3.1
25.92,-3.9,-3.4,-3.8,-3.4
26.88,-3.4,-3.4,-3.5,-3.4
27.84,-3.4,-3.8,-2.8,-2
28.8,-2.7,-2.6,-2.6,-2.6
29.76,-3.5,-3.4,-3.5,-3.6
30.72,-3.1,-2.7,-2.5,-2.3
31.68,-3,-3,-2.8,-2.4
32.64,-2.8,-2.9,-2.8,-2.6
33.6,-3.5,-4.4,-3.6,-2.9
34.56,-2.9,-3.1,-3,-3
35.52,-3.1,-3.1,-3.2,-3.1
36.48,-3.2,-3.3,-3.1,-2.4
37.44,-3.2,-3.1,-3.2,-3
38.4,-3.4,-3.2,-3.2,-2.9
39.36,-3.6,-4,-3.5,-2.9
40.32,-3.2,-3,-3.1,-2.8
41.28,-3.3,-3.1,-3.2,-2.6
42.24,-3.2,-3.1,-2.8,-2.5
43.2,-3,-2.7,-2.9,-2.8
44.16,-2.9,-2.9,-2.9,-3.3
45.12,-3.4,-3,-3,-2.8
46.08,-3.5,-3.9,-3.5,-3.1
47.04,-3.1,-2.9,-2.8,-2.6
48,-2.8,-2.6,-2.5,-2.3
48.96,-3.8,-3.8,-3.8,-3.7
49.92,-3.2,-2.8,-3,-2.6
50.88,-3.1,-2.9,-2.9,-2.7
51.84,-3.1,-3.4,-3,-2.9
52.8,-3.1,-2.9,-2.7,-2.5
53.76,-3.3,-3.1,-2.9,-2.6
54.72,-2.7,-2.8,-2.5,-1.9
55.68,-2.5,-2.7,-2.3,-2.1
56.64,-3.7,-3.4,-3.4,-3.3
57.6,-3.4,-3.6,-3.1,-3.1
58.56,-3.2,-3.2,-3.2,-3.1
59.52,-2.8,-2.8,-2.7,-2.3
60.48,-2.6,-2.3,-2.3,-2.6
61.44,-3.2,-3.2,-3.2,-2.9
62.4,-3.1,-3,-2.8,-2.7
63.36,-3.5,-3.3,-3.2,-2.7
64.32,-2.6,-2.7,-2.5,-2.8
65.28,-3.1,-3.1,-2.8,-2.9
66.24,-2.8,-2.7,-3.1,-2.7
67.2,-3.5,-3.8,-3.6,-3.6
68.16,-2.7,-2.7,-2.7,-2.5
69.12,-3.8,-4,-4.2,-3.7
70.08,-2.9,-2.9,-3,-2.7
71.04,-2.7,-2.8,-2.8,-2.5
72,-3,-2.7,-2.9,-2.6
72.96,-3.5,-3.7,-3.1,-3.2
73.92,-3.7,-3.9,-3.5,-3.3
