start_filetime,activation_ins_trill,activation_mech_plane,activation_ambient_rain,activation_ins_buzz
0,-2.2,-2.5,-2.1,-2
0.96,-2.7,-3,-2.5,-2.1
1.92,-3.2,-3,-2.9,-3.1
2.88,-3.6,-3.3,-3.3,-3.3
3.84,-2.7,-3,-2.8,-2.8
4.8,-2.6,-2.5,-2.5,-2.8
5.76,-2.7,-2.8,-2.8,-3
6.72,-2.8,-3.1,-3.1,-2.7
7.68,-2.7,-3.2,-2.8,-2.7
8.64,-3.3,-3.9,-3.6,-2.7
9.6,-3.7,-5,-3.8,-3.8
10.56,-2.7,-3,-2.4,-2.4
11.52,-2.6,-3.1,-2.6,-2.6
12.48,-3,-3.4,-3.2,-3.3
13.44,-3.8,-4.2,-4.1,-4.2
14.4,-2.7,-2.9,-2.9,-3.3
15.36,-3.1,-3.1,-3.1,-1.4
16.32,-2.6,-3.1,-2.5,-2.4
17.28,-3.7,-3.8,-3.8,-3.3
18.24,-3.3,-3.1,-3,-2.8
19.2,-2.7,-3.1,-2.6,-0.9
20.16,-2.7,-2.7,-2.7,-2.5
21.12,-3.1,-3.3,-3.3,-3.3
22.08,-3,-3.8,-3.3,-3
23.04,-4,-5.6,-4.3,-4
24,-3.4,-4.4,-4,-3.4
24.96,-2.7,-3.1,-3,-2.8
25.92,-3.1,-3.2,-2.9,-3.2
26.88,-3.1,-3.3,-3.2,-3.1
27.84,-2.9,-3.2,-2.8,-2.7
28.8,-3.1,-3.1,-2.9,-1.8
29.76,-2.9,-3.3,-3.1,-2.6
30.72,-3.1,-4.3,-3.2,-3.1
31.68,-2.9,-3.1,-2.9,-2.8
32.64,-3.2,-3.4,-3.2,-3.1
33.6,-3.1,-3.1,-3.3,-3.3
34.56,-2.8,-2.7,-2.3,-2.4
35.52,-3.2,-3.6,-3.3,-1.1
36.48,-3.7,-4,-3.4,-0.5
37.44,-3.7,-4.8,-4.1,-3.4
38.4,-2.9,-3,-2.7,-1.5
39.36,-3.6,-3.7,-3.4,-1
40.32,-2.4,-2.5,-2.5,-2.3
41.28,-3.1,-2.9,-3,-2.7
42.24,-3.1,-3,-2.9,-2.5
43.2,-2.8,-2.8,-2.6,-3
44.16,-2.6,-3,-2.6,-2.1
45.12,-2.7,-3.1,-2.8,-2.5
46.08,-2.9,-2.8,-2.7,-2.4
47.04,-2.9,-3.3,-3.2,-2.9
48,-3.1,-3.2,-3,-2.5
48.96,-2.9,-3.6,-2.9,-2.7
49.92,-3.5,-4.6,-4.1,-3.4
50.88,-3.1,-3.1,-3.3,-3
51.84,-2.6,-2.5,-2.6,-2.9
52.8,-2.3,-2.1,-2.4,-3
53.76,-2.4,-2.7,-2.6,-2.3
54.72,-2.2,-2.9,-2.6,-2.1
55.68,-2.6,-2.6,-2.4,-2.4
56.64,-3.7,-4.5,-4.1,-1.3
57.6,-3.1,-2.9,-2.8,-2.2
58.56,-4.3,-4.7,-4.6,-0.1
59.52,-2.9,-3.1,-3.1,-0.8
60.48,-4.8,-4.8,-4.3,0.2
61.44,-3.5,-4.1,-3.7,-0.7
62.4,-2.6,-3.1,-2.5,-1.5
63.36,-3.9,-4.7,-4.5,-3.8
64.32,-3.1,-3.6,-3.3,-1.5
65.28,-4.1,-3.7,-4,-0.7
66.24,-2.3,-2.8,-2.2,-2
67.2,-2.1,-2.6,-2.1,-1.8
68.16,-3.1,-3.6,-3,-1.6
