start_filetime,activation_ins_trill,activation_mech_plane,activation_ambient_rain,activation_ins_buzz
0,-3.2,-3.5,-2.4,-2
0.96,-2.6,-2.6,-2.8,-3
1.92,-3.6,-4.7,-3.6,-3.4
2.88,-2.3,-2.5,-2.2,-2.5
3.84,-2.4,-3,-2.5,-2.2
4.8,-3,-4,-3.2,-3.1
5.76,-1.4,-1.9,-1.3,-1.6
6.72,-2.4,-2.7,-2.4,-2.6
7.68,-3.8,-5,-4.2,-3.7
8.64,-2.5,-3.3,-2.8,-2.5
9.6,-2.6,-2.5,-2.2,-1.9
10.56,-2.5,-3.3,-2.7,-3.1
11.52,-3.7,-4.3,-3.5,-3
12.48,-2.8,-3.7,-3.2,-3.4
13.44,-2.4,-2.3,-2.6,-2
14.4,-1.9,-2.4,-2.2,-2.1
15.36,-2.3,-2.2,-2.2,-2.5
16.32,-3.2,-3.2,-3,-2.8
17.28,-2.2,-2.5,-2.4,-2.5
18.24,-2.2,-2.6,-2.1,-2.2
19.2,-2,-2.5,-1.8,-1.9
20.16,-2.5,-2.8,-2.7,-2.6
21.12,-2.4,-2.8,-2.4,-2.1
22.08,-2,-2.3,-1.6,-1.9
23.04,-2.8,-3.2,-3.1,-2.8
24,-3.6,-3.6,-3.5,-2.8
24.96,-3.5,-3.1,-3.2,-3
25.92,-2.6,-2.6,-2.5,-2.3
26.88,-2.6,-2.7,-2.5,-2.9
27.84,-2,-2.6,-2.2,-2.2
28.8,-2.4,-2.6,-2.4,-2.3
29.76,-1.7,-2.3,-1.9,-2
30.72,-2.4,-3.3,-3.1,-2.9
31.68,-2.1,-2.8,-2.5,-2.2
32.64,-3.7,-4.6,-4.2,-3.8
33.6,-3.2,-3.6,-3.2,-3.2
34.56,-3.6,-3.8,-3.5,-2.6
35.52,-2.5,-3.1,-2.4,-2.4
36.48,-3.3,-3.2,-3.4,-2.8
37.44,-3.8,-4.1,-4,-3.8
38.4,-2.7,-2.9,-3,-3.2
39.36,-2.3,-2.5,-2.4,-2.6
